# BUSCO version is: 5.7.1 
# The lineage dataset is: pseudomonadales_odb10 (Creation date: 2024-01-08, number of genomes: 159, number of BUSCOs: 782)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
1036at72274	Complete	1:2495952-2498693	2498693	2495952	-	1256.3	775	https://v10-1.orthodb.org/?query=1036at72274	DNA polymerase I
1067at72274	Complete	1:728015-730621	728015	730621	+	1479.5	753	https://v10-1.orthodb.org/?query=1067at72274	Aconitase/3-isopropylmalate dehydratase large subunit, alpha/beta/alpha domain
1242at72274	Complete	3:648579-651188	648579	651188	+	1494.9	749	https://v10-1.orthodb.org/?query=1242at72274	Aconitate hydratase B
1384at72274	Complete	1:4808245-4810851	4808245	4810851	+	1457.2	760	https://v10-1.orthodb.org/?query=1384at72274	DNA topoisomerase I, type IA
1440at72274	Complete	1:1107265-1110015	1110015	1107265	-	1460.4	795	https://v10-1.orthodb.org/?query=1440at72274	SecA, preprotein cross-linking domain
1456at72274	Complete	1:978595-982110	982110	978595	-	730.5	709	https://v10-1.orthodb.org/?query=1456at72274	RecBCD enzyme subunit RecC
1471at72274	Complete	1:4630117-4632888	4630117	4632888	+	1463.2	778	https://v10-1.orthodb.org/?query=1471at72274	DNA gyrase subunit A
1600at72274	Complete	1:4093920-4097441	4093920	4097441	+	1563.0	944	https://v10-1.orthodb.org/?query=1600at72274	DNA-directed DNA polymerase
1634at72274	Complete	3:867835-870666	870666	867835	-	1560.9	821	https://v10-1.orthodb.org/?query=1634at72274	2-oxoglutarate dehydrogenase E1 component
1707at72274	Complete	2:49171-51888	51888	49171	-	1229.5	713	https://v10-1.orthodb.org/?query=1707at72274	NADH-quinone oxidoreductase
1753at72274	Complete	1:4716848-4719505	4716848	4719505	+	1094.0	715	https://v10-1.orthodb.org/?query=1753at72274	Peptidase M1, alanyl aminopeptidase, C-terminal
1843at72274	Complete	1:1831092-1833809	1833809	1831092	-	994.7	631	https://v10-1.orthodb.org/?query=1843at72274	Ribonuclease R
1917at72274	Complete	1:2590014-2592434	2590014	2592434	+	1293.5	656	https://v10-1.orthodb.org/?query=1917at72274	DNA gyrase subunit B
1961at72274	Complete	1:3279302-3282103	3282103	3279302	-	875.0	697	https://v10-1.orthodb.org/?query=1961at72274	Organic solvent tolerance-like, N-terminal
1974at72274	Complete	1:3375801-3378638	3378638	3375801	-	1584.4	812	https://v10-1.orthodb.org/?query=1974at72274	UvrABC system protein A
1982at72274	Complete	1:4453028-4455874	4455874	4453028	-	1160.3	773	https://v10-1.orthodb.org/?query=1982at72274	SNF2-related, N-terminal domain
2019at72274	Complete	1:1819330-1821573	1821573	1819330	-	1353.2	649	https://v10-1.orthodb.org/?query=2019at72274	Radical SAM
2112at72274	Complete	1:4115506-4118073	4118073	4115506	-	1210.8	731	https://v10-1.orthodb.org/?query=2112at72274	DNA mismatch repair protein MutS
2210at72274	Complete	1:1349787-1352351	1352351	1349787	-	1324.3	699	https://v10-1.orthodb.org/?query=2210at72274	Clp, N-terminal
2251at72274	Complete	1:969042-972677	969042	972677	+	827.5	910	https://v10-1.orthodb.org/?query=2251at72274	Chromosome segregation protein SMC
2303at72274	Complete	3:926536-928920	928920	926536	-	808.2	532	https://v10-1.orthodb.org/?query=2303at72274	DNA ligase
2348at72274	Complete	3:669811-672186	672186	669811	-	1405.4	697	https://v10-1.orthodb.org/?query=2348at72274	PEP-utilising enzyme, C-terminal
2487at72274	Complete	2:75024-77300	75024	77300	+	1250.9	669	https://v10-1.orthodb.org/?query=2487at72274	Clp, N-terminal
2667at72274	Complete	1:3988631-3991267	3988631	3991267	+	1147.4	749	https://v10-1.orthodb.org/?query=2667at72274	Phosphoenolpyruvate carboxylase
2718at72274	Complete	1:1618780-1621302	1621302	1618780	-	1218.7	702	https://v10-1.orthodb.org/?query=2718at72274	Translation initiation factor IF-2
2722at72274	Complete	1:571903-574527	574527	571903	-	1358.7	746	https://v10-1.orthodb.org/?query=2722at72274	Alanine--tRNA ligase
2787at72274	Complete	1:2166066-2168405	2166066	2168405	+	986.1	598	https://v10-1.orthodb.org/?query=2787at72274	YqgF/RNase H-like domain
2855at72274	Complete	1:1864620-1866884	1866884	1864620	-	1119.9	628	https://v10-1.orthodb.org/?query=2855at72274	DNA topoisomerase, type IIA, subunit A/C-terminal
2861at72274	Complete	1:1569321-1571645	1571645	1569321	-	952.3	612	https://v10-1.orthodb.org/?query=2861at72274	Penicillin-binding protein 1B
2968at72274	Complete	2:70216-72441	72441	70216	-	1147.4	657	https://v10-1.orthodb.org/?query=2968at72274	Isocitrate dehydrogenase
2971at72274	Complete	1:1385437-1387890	1387890	1385437	-	796.7	569	https://v10-1.orthodb.org/?query=2971at72274	Endopeptidase La
3072at72274	Complete	1:4767010-4769187	4767010	4769187	+	862.0	572	https://v10-1.orthodb.org/?query=3072at72274	23S rRNA (guanine(2445)-N(2))/(guanine(2069)-N(7))- methyltransferase
3123at72274	Complete	1:2632517-2634574	2634574	2632517	-	905.3	577	https://v10-1.orthodb.org/?query=3123at72274	Glycine--tRNA ligase beta subunit
3150at72274	Complete	1:4636329-4638569	4636329	4638569	+	678.0	423	https://v10-1.orthodb.org/?query=3150at72274	3-phosphoshikimate 1-carboxyvinyltransferase
3242at72274	Complete	1:3654233-3656896	3656896	3654233	-	1351.0	732	https://v10-1.orthodb.org/?query=3242at72274	Leucine--tRNA ligase
3277at72274	Complete	1:4517893-4520022	4520022	4517893	-	887.0	595	https://v10-1.orthodb.org/?query=3277at72274	Tail specific protease
3392at72274	Complete	1:1973334-1975805	1973334	1975805	+	1030.2	624	https://v10-1.orthodb.org/?query=3392at72274	Penicillin-binding protein, OB-like domain
3393at72274	Complete	1:545554-548331	545554	548331	+	910.5	679	https://v10-1.orthodb.org/?query=3393at72274	Histidine kinase
3407at72274	Complete	1:4259113-4261149	4261149	4259113	-	1013.9	571	https://v10-1.orthodb.org/?query=3407at72274	Methionine--tRNA ligase
3448at72274	Complete	1:5136316-5138238	5136316	5138238	+	1163.2	569	https://v10-1.orthodb.org/?query=3448at72274	Threonine--tRNA ligase
3460at72274	Complete	1:4804344-4806491	4804344	4806491	+	1022.7	611	https://v10-1.orthodb.org/?query=3460at72274	3-hydroxyacyl-CoA dehydrogenase, C-terminal
3513at72274	Complete	1:2325150-2327225	2325150	2327225	+	923.6	556	https://v10-1.orthodb.org/?query=3513at72274	Helicase, C-terminal
3634at72274	Complete	3:871642-873414	873414	871642	-	914.9	505	https://v10-1.orthodb.org/?query=3634at72274	Succinate dehydrogenase flavoprotein subunit
3680at72274	Complete	1:5140574-5142952	5140574	5142952	+	1015.4	652	https://v10-1.orthodb.org/?query=3680at72274	Phenylalanine--tRNA ligase beta subunit
3705at72274	Complete	1:2275179-2277188	2275179	2277188	+	968.4	550	https://v10-1.orthodb.org/?query=3705at72274	UvrD-like DNA helicase, C-terminal
3912at72274	Complete	1:3224543-3226540	3224543	3226540	+	1048.6	555	https://v10-1.orthodb.org/?query=3912at72274	Transketolase
3949at72274	Complete	1:1979926-1982145	1979926	1982145	+	910.7	612	https://v10-1.orthodb.org/?query=3949at72274	Primosomal protein N'
3999at72274	Complete	1:1874167-1876050	1876050	1874167	-	1110.7	515	https://v10-1.orthodb.org/?query=3999at72274	Phosphomethylpyrimidine synthase
4074at72274	Complete	3:855470-857374	857374	855470	-	960.0	548	https://v10-1.orthodb.org/?query=4074at72274	Histidine kinase/HSP90-like ATPase
4076at72274	Complete	2:53865-55646	55646	53865	-	1044.9	510	https://v10-1.orthodb.org/?query=4076at72274	NADH-quinone oxidoreductase subunit C/D
4251at72274	Complete	1:1868426-1870315	1870315	1868426	-	967.1	511	https://v10-1.orthodb.org/?query=4251at72274	DNA topoisomerase, type IIA
4452at72274	Complete	1:4657330-4659342	4657330	4659342	+	1167.7	601	https://v10-1.orthodb.org/?query=4452at72274	excinuclease ABC subunit B
4619at72274	Complete	1:2578640-2580532	2580532	2578640	-	1059.6	523	https://v10-1.orthodb.org/?query=4619at72274	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
4793at72274	Complete	1:1638551-1640464	1640464	1638551	-	1022.4	546	https://v10-1.orthodb.org/?query=4793at72274	Chaperone protein DnaK
4804at72274	Complete	1:3840083-3841945	3840083	3841945	+	819.1	482	https://v10-1.orthodb.org/?query=4804at72274	Protein translocase subunit SecD
4962at72274	Complete	1:2704666-2706711	2704666	2706711	+	912.5	578	https://v10-1.orthodb.org/?query=4962at72274	Oligopeptidase A
5009at72274	Complete	1:1614727-1616832	1616832	1614727	-	1196.3	625	https://v10-1.orthodb.org/?query=5009at72274	Polyribonucleotide nucleotidyltransferase
5031at72274	Complete	1:649826-651940	649826	651940	+	951.6	584	https://v10-1.orthodb.org/?query=5031at72274	Phosphate acetyltransferase
5089at72274	Complete	3:641489-643159	643159	641489	-	930.2	500	https://v10-1.orthodb.org/?query=5089at72274	Glutamine--tRNA ligase
5798at72274	Complete	1:2564446-2566281	2566281	2564446	-	844.4	506	https://v10-1.orthodb.org/?query=5798at72274	Glutamine--fructose-6-phosphate aminotransferase 
5969at72274	Complete	1:764110-765909	765909	764110	-	1013.6	520	https://v10-1.orthodb.org/?query=5969at72274	Elongation factor 4
6086at72274	Complete	1:1565363-1567087	1567087	1565363	-	1021.1	520	https://v10-1.orthodb.org/?query=6086at72274	Acetolactate synthase
6134at72274	Complete	1:3849456-3851315	3849456	3851315	+	793.3	506	https://v10-1.orthodb.org/?query=6134at72274	Heat shock protein 70 family
6190at72274	Complete	1:517877-519592	517877	519592	+	890.6	485	https://v10-1.orthodb.org/?query=6190at72274	Proline--tRNA ligase
6205at72274	Complete	1:4797059-4798987	4798987	4797059	-	660.6	511	https://v10-1.orthodb.org/?query=6205at72274	Lytic transglycosylase
6231at72274	Complete	2:60257-61852	61852	60257	-	662.9	432	https://v10-1.orthodb.org/?query=6231at72274	Isocitrate lyase
6237at72274	Complete	1:1627135-1629063	1629063	1627135	-	1078.3	550	https://v10-1.orthodb.org/?query=6237at72274	Peptidase M41
6309at72274	Complete	1:511048-512823	512823	511048	-	1035.7	539	https://v10-1.orthodb.org/?query=6309at72274	Aminoacyl-tRNA synthetase, class II
6339at72274	Complete	2:113819-115645	113819	115645	+	871.4	519	https://v10-1.orthodb.org/?query=6339at72274	excinuclease ABC subunit C
6352at72274	Complete	1:2055043-2056860	2056860	2055043	-	1019.7	535	https://v10-1.orthodb.org/?query=6352at72274	GTP-binding protein
6377at72274	Complete	1:4100110-4101738	4100110	4101738	+	881.9	468	https://v10-1.orthodb.org/?query=6377at72274	CTP synthase
6380at72274	Complete	1:1605027-1606691	1605027	1606691	+	696.2	440	https://v10-1.orthodb.org/?query=6380at72274	Glucose-6-phosphate isomerase
6391at72274	Complete	1:4968488-4970989	4970989	4968488	-	864.8	699	https://v10-1.orthodb.org/?query=6391at72274	ABC transporter permease
6397at72274	Complete	1:1410967-1412631	1412631	1410967	-	975.9	508	https://v10-1.orthodb.org/?query=6397at72274	energy-dependent translational throttle protein EttA
6493at72274	Complete	1:3891780-3893357	3891780	3893357	+	884.4	458	https://v10-1.orthodb.org/?query=6493at72274	GMP synthase
6653at72274	Complete	1:3751430-3753013	3753013	3751430	-	931.7	453	https://v10-1.orthodb.org/?query=6653at72274	Peptide chain release factor 3
6860at72274	Complete	1:1982394-1984157	1982394	1984157	+	551.8	445	https://v10-1.orthodb.org/?query=6860at72274	Arginine--tRNA ligase
7044at72274	Complete	1:3259919-3261772	3261772	3259919	-	907.0	497	https://v10-1.orthodb.org/?query=7044at72274	RNA polymerase sigma-70
7477at72274	Complete	1:4662990-4664474	4662990	4664474	+	809.1	431	https://v10-1.orthodb.org/?query=7477at72274	Glutamate--tRNA ligase
7583at72274	Complete	1:3946535-3948250	3946535	3948250	+	769.0	493	https://v10-1.orthodb.org/?query=7583at72274	Single-stranded-DNA-specific exonuclease RecJ
7615at72274	Complete	1:3596642-3598525	3598525	3596642	-	915.7	519	https://v10-1.orthodb.org/?query=7615at72274	1-deoxy-D-xylulose-5-phosphate synthase
7643at72274	Complete	1:2571931-2573475	2573475	2571931	-	889.8	420	https://v10-1.orthodb.org/?query=7643at72274	ATP synthase subunit alpha
8141at72274	Complete	1:4639526-4641205	4639526	4641205	+	888.2	486	https://v10-1.orthodb.org/?query=8141at72274	S1 domain
8335at72274	Complete	1:1738940-1740547	1738940	1740547	+	892.1	466	https://v10-1.orthodb.org/?query=8335at72274	Methylglyoxal synthase-like domain
8410at72274	Duplicated	1:4157397-4158914	4158914	4157397	-	763.5	448	https://v10-1.orthodb.org/?query=8410at72274	Glycerol kinase
8410at72274	Duplicated	1:4160592-4162076	4160592	4162076	+	694.3	448	https://v10-1.orthodb.org/?query=8410at72274	Glycerol kinase
8435at72274	Complete	1:4291527-4293491	4293491	4291527	-	534.9	438	https://v10-1.orthodb.org/?query=8435at72274	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
8457at72274	Complete	1:3658382-3659917	3659917	3658382	-	571.0	412	https://v10-1.orthodb.org/?query=8457at72274	Apolipoprotein N-acyltransferase
8956at72274	Complete	2:44909-46756	46756	44909	-	806.6	496	https://v10-1.orthodb.org/?query=8956at72274	NADH-plastoquinone oxidoreductase, chain 5
8990at72274	Complete	3:865058-866494	866494	865058	-	742.5	422	https://v10-1.orthodb.org/?query=8990at72274	Dihydrolipoyl dehydrogenase
9094at72274	Complete	1:2058868-2060277	2058868	2060277	+	785.6	406	https://v10-1.orthodb.org/?query=9094at72274	Glutamine synthetase
9146at72274	Complete	1:3976612-3978117	3976612	3978117	+	817.6	419	https://v10-1.orthodb.org/?query=9146at72274	Lysine--tRNA ligase
9189at72274	Complete	1:4998612-4999823	4999823	4998612	-	629.0	358	https://v10-1.orthodb.org/?query=9189at72274	Pyridoxal phosphate-dependent transferase
9255at72274	Complete	1:4866493-4868148	4868148	4866493	-	886.6	470	https://v10-1.orthodb.org/?query=9255at72274	Electron transfer flavoprotein-ubiquinone oxidoreductase
9260at72274	Complete	1:1182060-1183517	1183517	1182060	-	714.5	420	https://v10-1.orthodb.org/?query=9260at72274	RNA-binding domain, S1
9341at72274	Complete	1:4799213-4801135	4799213	4801135	+	804.8	501	https://v10-1.orthodb.org/?query=9341at72274	ABC transporter-like
9430at72274	Complete	1:1126003-1127742	1127742	1126003	-	611.5	445	https://v10-1.orthodb.org/?query=9430at72274	Penicillin-binding protein, dimerisation domain
9496at72274	Complete	1:1088879-1090522	1090522	1088879	-	883.1	471	https://v10-1.orthodb.org/?query=9496at72274	GroEL-like apical domain superfamily
9575at72274	Complete	1:1035048-1036571	1035048	1036571	+	908.0	457	https://v10-1.orthodb.org/?query=9575at72274	Fe-S hydro-lyase, tartrate dehydratase beta-type, catalytic domain
9588at72274	Complete	1:1095806-1097590	1095806	1097590	+	575.7	415	https://v10-1.orthodb.org/?query=9588at72274	Major facilitator superfamily
9608at72274	Complete	2:80383-82797	80383	82797	+	991.7	582	https://v10-1.orthodb.org/?query=9608at72274	Winged helix-like DNA-binding domain superfamily
9781at72274	Complete	1:2177710-2179494	2177710	2179494	+	752.8	441	https://v10-1.orthodb.org/?query=9781at72274	General secretory system II, protein E, N-terminal
9852at72274	Complete	1:3859854-3861335	3859854	3861335	+	716.1	416	https://v10-1.orthodb.org/?query=9852at72274	GTPase Der
9938at72274	Complete	2:52020-53366	53366	52020	-	697.9	371	https://v10-1.orthodb.org/?query=9938at72274	NADH-ubiquinone oxidoreductase 51kDa subunit, FMN-binding domain
9960at72274	Complete	1:3897819-3899291	3899291	3897819	-	323.6	238	https://v10-1.orthodb.org/?query=9960at72274	Membrane-bound lytic murein transglycosylase F
10023at72274	Complete	2:43352-44881	44881	43352	-	741.4	434	https://v10-1.orthodb.org/?query=10023at72274	NADH
10050at72274	Complete	1:2169013-2170596	2169013	2170596	+	599.8	414	https://v10-1.orthodb.org/?query=10050at72274	Glutamate--cysteine ligase
10071at72274	Complete	1:3105666-3107075	3107075	3105666	-	765.2	389	https://v10-1.orthodb.org/?query=10071at72274	Adenosylhomocysteinase
10120at72274	Complete	1:1906139-1907950	1907950	1906139	-	809.8	506	https://v10-1.orthodb.org/?query=10120at72274	ABC transporter type 1, transmembrane domain
10280at72274	Complete	1:2852770-2854206	2852770	2854206	+	573.1	362	https://v10-1.orthodb.org/?query=10280at72274	NAD(P) transhydrogenase subunit beta
10446at72274	Complete	1:4774640-4775971	4775971	4774640	-	585.1	371	https://v10-1.orthodb.org/?query=10446at72274	Deoxyguanosinetriphosphate triphosphohydrolase
10449at72274	Complete	1:627248-628642	627248	628642	+	650.2	380	https://v10-1.orthodb.org/?query=10449at72274	Fumarate hydratase class II
10543at72274	Complete	1:3625229-3626584	3625229	3626584	+	642.1	374	https://v10-1.orthodb.org/?query=10543at72274	UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase
10595at72274	Complete	1:1641282-1642958	1641282	1642958	+	628.0	463	https://v10-1.orthodb.org/?query=10595at72274	DNA repair protein RecN
10681at72274	Complete	1:1431345-1432706	1432706	1431345	-	735.5	393	https://v10-1.orthodb.org/?query=10681at72274	Ribosomal protein S5 domain 2-type fold
10683at72274	Complete	1:4830706-4832100	4830706	4832100	+	882.4	447	https://v10-1.orthodb.org/?query=10683at72274	FAD/NAD(P)-binding domain
10690at72274	Complete	1:3828600-3830087	3830087	3828600	-	605.0	359	https://v10-1.orthodb.org/?query=10690at72274	leucyl aminopeptidase
10772at72274	Complete	1:1124540-1126003	1126003	1124540	-	474.3	343	https://v10-1.orthodb.org/?query=10772at72274	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
10968at72274	Complete	2:289210-290949	289210	290949	+	625.1	480	https://v10-1.orthodb.org/?query=10968at72274	POTRA domain, BamA/TamA-like
10984at72274	Complete	1:2569613-2570989	2570989	2569613	-	829.5	407	https://v10-1.orthodb.org/?query=10984at72274	ATPase, F1/V1/A1 complex, alpha/beta subunit, N-terminal domain
11020at72274	Complete	1:2586222-2587766	2586222	2587766	+	559.8	355	https://v10-1.orthodb.org/?query=11020at72274	Chromosomal replication initiator protein DnaA
11088at72274	Complete	2:65539-66909	66909	65539	-	770.1	407	https://v10-1.orthodb.org/?query=11088at72274	Adenylosuccinate lyase
11099at72274	Complete	1:4675174-4676598	4675174	4676598	+	822.6	419	https://v10-1.orthodb.org/?query=11099at72274	3-isopropylmalate dehydratase large subunit
11118at72274	Complete	1:2583163-2584899	2584899	2583163	-	800.2	480	https://v10-1.orthodb.org/?query=11118at72274	Membrane protein insertase YidC
11213at72274	Complete	1:4820203-4821669	4820203	4821669	+	720.1	393	https://v10-1.orthodb.org/?query=11213at72274	Glyceraldehyde-3-phosphate dehydrogenase
11342at72274	Fragmented	1:4838962-4840098	4838962	4840098	+	235.2	289	https://v10-1.orthodb.org/?query=11342at72274	Competence protein ComEC
11418at72274	Complete	1:1826558-1827952	1827952	1826558	-	642.2	381	https://v10-1.orthodb.org/?query=11418at72274	DNA helicase, DnaB-like, N-terminal
11441at72274	Complete	3:874515-875801	874515	875801	+	739.4	362	https://v10-1.orthodb.org/?query=11441at72274	Citrate synthase
11534at72274	Complete	1:226283-227899	227899	226283	-	519.6	420	https://v10-1.orthodb.org/?query=11534at72274	Signal transduction histidine kinase, dimerisation/phosphoacceptor domain
11573at72274	Complete	1:770540-772156	770540	772156	+	800.9	464	https://v10-1.orthodb.org/?query=11573at72274	L-aspartate oxidase
11597at72274	Complete	1:2978266-2979660	2978266	2979660	+	825.2	418	https://v10-1.orthodb.org/?query=11597at72274	FAD-linked oxidase
11748at72274	Complete	1:3665176-3666459	3666459	3665176	-	653.7	369	https://v10-1.orthodb.org/?query=11748at72274	Glutamate-1-semialdehyde 2,1-aminomutase
11795at72274	Complete	1:561545-562867	561545	562867	+	760.6	394	https://v10-1.orthodb.org/?query=11795at72274	Methylthiotransferase
11809at72274	Complete	1:1621330-1622811	1622811	1621330	-	748.4	440	https://v10-1.orthodb.org/?query=11809at72274	Transcription termination/antitermination protein NusA
11817at72274	Complete	1:1996480-1998081	1996480	1998081	+	674.9	415	https://v10-1.orthodb.org/?query=11817at72274	UbiB domain
12019at72274	Complete	1:4689980-4691485	4689980	4691485	+	896.1	449	https://v10-1.orthodb.org/?query=12019at72274	Amidophosphoribosyltransferase
12118at72274	Complete	1:1958658-1960091	1960091	1958658	-	775.0	416	https://v10-1.orthodb.org/?query=12118at72274	FAD/NAD(P)-binding domain
12305at72274	Complete	1:3890231-3891700	3890231	3891700	+	777.3	432	https://v10-1.orthodb.org/?query=12305at72274	IMP dehydrogenase
12335at72274	Complete	1:3368943-3370271	3368943	3370271	+	725.8	378	https://v10-1.orthodb.org/?query=12335at72274	Protein translocase subunit SecY
12585at72274	Complete	1:2284676-2285974	2285974	2284676	-	649.6	380	https://v10-1.orthodb.org/?query=12585at72274	D-amino acid dehydrogenase
12775at72274	Complete	3:562635-564500	564500	562635	-	605.1	528	https://v10-1.orthodb.org/?query=12775at72274	Peptidyl-prolyl cis-trans isomerase, PpiC-type
13129at72274	Complete	2:84906-86186	84906	86186	+	668.2	371	https://v10-1.orthodb.org/?query=13129at72274	Serine--tRNA ligase
13261at72274	Complete	1:1188953-1190398	1188953	1190398	+	803.7	432	https://v10-1.orthodb.org/?query=13261at72274	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
13283at72274	Complete	3:567668-568948	568948	567668	-	684.2	352	https://v10-1.orthodb.org/?query=13283at72274	Zinc finger, ClpX C4-type
13427at72274	Complete	2:86188-87585	86188	87585	+	605.8	372	https://v10-1.orthodb.org/?query=13427at72274	Sirohaem synthase, dimerisation domain
13443at72274	Complete	1:2070662-2072209	2070662	2072209	+	744.1	428	https://v10-1.orthodb.org/?query=13443at72274	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
13568at72274	Complete	1:4083720-4085072	4083720	4085072	+	517.3	356	https://v10-1.orthodb.org/?query=13568at72274	Zinc metalloprotease
13645at72274	Complete	1:2581725-2583092	2583092	2581725	-	604.4	379	https://v10-1.orthodb.org/?query=13645at72274	tRNA modification GTPase MnmE
13747at72274	Complete	1:1624920-1626257	1626257	1624920	-	574.8	354	https://v10-1.orthodb.org/?query=13747at72274	Alpha-D-phosphohexomutase, alpha/beta/alpha domain I
13880at72274	Complete	1:4227088-4228305	4227088	4228305	+	580.9	357	https://v10-1.orthodb.org/?query=13880at72274	Argininosuccinate synthase
13951at72274	Complete	1:2237065-2238459	2237065	2238459	+	814.1	409	https://v10-1.orthodb.org/?query=13951at72274	Argininosuccinate lyase
14061at72274	Complete	1:2659995-2661203	2661203	2659995	-	704.8	357	https://v10-1.orthodb.org/?query=14061at72274	Tryptophan synthase beta chain
14115at72274	Complete	1:2225086-2227002	2227002	2225086	-	903.8	541	https://v10-1.orthodb.org/?query=14115at72274	ABC transporter ATP-binding protein
14127at72274	Complete	1:2211346-2212605	2212605	2211346	-	777.3	383	https://v10-1.orthodb.org/?query=14127at72274	Transcription termination factor Rho
14130at72274	Complete	1:1155502-1156824	1156824	1155502	-	594.2	347	https://v10-1.orthodb.org/?query=14130at72274	Histidinol dehydrogenase
14278at72274	Complete	1:2640872-2642176	2642176	2640872	-	414.3	319	https://v10-1.orthodb.org/?query=14278at72274	16S rRNA (cytosine(967)-C(5))-methyltransferase
14362at72274	Complete	1:503935-505233	505233	503935	-	402.8	329	https://v10-1.orthodb.org/?query=14362at72274	TolB, N-terminal
14446at72274	Complete	1:3838514-3839641	3838514	3839641	+	673.8	335	https://v10-1.orthodb.org/?query=14446at72274	Queuine tRNA-ribosyltransferase
14523at72274	Complete	1:2976833-2978062	2978062	2976833	-	690.3	361	https://v10-1.orthodb.org/?query=14523at72274	D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain
14524at72274	Complete	1:2253936-2255183	2253936	2255183	+	614.3	347	https://v10-1.orthodb.org/?query=14524at72274	Diaminopimelate decarboxylase
14546at72274	Complete	1:1373225-1374721	1374721	1373225	-	640.9	427	https://v10-1.orthodb.org/?query=14546at72274	Probable lipid II flippase MurJ
14552at72274	Complete	1:4072546-4073754	4073754	4072546	-	493.0	322	https://v10-1.orthodb.org/?query=14552at72274	Pyridoxal phosphate-dependent transferase
14567at72274	Complete	1:570517-571755	571755	570517	-	679.1	363	https://v10-1.orthodb.org/?query=14567at72274	aspartate kinase
14812at72274	Complete	1:1860053-1861267	1861267	1860053	-	506.3	330	https://v10-1.orthodb.org/?query=14812at72274	Phosphoserine phosphatase
14816at72274	Complete	1:1105901-1107118	1107118	1105901	-	561.4	337	https://v10-1.orthodb.org/?query=14816at72274	Arginine biosynthesis bifunctional protein ArgJ
14821at72274	Complete	1:1113934-1115187	1115187	1113934	-	445.4	330	https://v10-1.orthodb.org/?query=14821at72274	Cell division protein FtsA
14956at72274	Complete	1:1117032-1118474	1118474	1117032	-	780.9	417	https://v10-1.orthodb.org/?query=14956at72274	UDP-N-acetylmuramate--L-alanine ligase
