locus_tag	ftype	length_bp	gene	EC_number	COG	product
INJOPEMP_00127	CDS	1506				hypothetical protein
INJOPEMP_00128	CDS	549				hypothetical protein
INJOPEMP_00129	CDS	948				hypothetical protein
INJOPEMP_00130	CDS	249				hypothetical protein
INJOPEMP_00131	CDS	222				hypothetical protein
INJOPEMP_00132	CDS	342				hypothetical protein
INJOPEMP_00133	CDS	162				hypothetical protein
INJOPEMP_00134	CDS	240				hypothetical protein
INJOPEMP_00135	CDS	438				hypothetical protein
INJOPEMP_00136	CDS	501				hypothetical protein
INJOPEMP_00137	CDS	498				hypothetical protein
INJOPEMP_00138	CDS	273				hypothetical protein
INJOPEMP_00139	CDS	408				hypothetical protein
INJOPEMP_00140	CDS	363				hypothetical protein
INJOPEMP_00141	CDS	456				hypothetical protein
INJOPEMP_00142	CDS	564				hypothetical protein
INJOPEMP_00143	CDS	645				hypothetical protein
INJOPEMP_00144	CDS	375				hypothetical protein
INJOPEMP_00145	CDS	363				hypothetical protein
INJOPEMP_00146	CDS	438				hypothetical protein
INJOPEMP_00147	CDS	303				hypothetical protein
INJOPEMP_00148	CDS	747				hypothetical protein
INJOPEMP_00149	CDS	513				hypothetical protein
INJOPEMP_00150	CDS	564				hypothetical protein
INJOPEMP_00151	CDS	1116				hypothetical protein
INJOPEMP_00152	CDS	1530	rssB_1			Regulator of RpoS
INJOPEMP_00153	CDS	1233				hypothetical protein
INJOPEMP_00154	CDS	318				hypothetical protein
INJOPEMP_00155	CDS	1371	dnaG_1	2.7.7.-		DNA primase
INJOPEMP_00156	CDS	732				hypothetical protein
INJOPEMP_00157	CDS	327				hypothetical protein
INJOPEMP_00158	CDS	1014				hypothetical protein
INJOPEMP_00159	CDS	1053				hypothetical protein
INJOPEMP_00160	CDS	438				hypothetical protein
INJOPEMP_00161	CDS	213				hypothetical protein
INJOPEMP_00162	CDS	939				hypothetical protein
INJOPEMP_00163	CDS	2043				hypothetical protein
INJOPEMP_00164	CDS	1407				hypothetical protein
INJOPEMP_00165	CDS	894				hypothetical protein
INJOPEMP_00166	CDS	804				hypothetical protein
INJOPEMP_00167	CDS	705				hypothetical protein
INJOPEMP_00168	CDS	660				hypothetical protein
INJOPEMP_00169	CDS	1278				hypothetical protein
INJOPEMP_00170	CDS	393				hypothetical protein
INJOPEMP_00171	CDS	2949				hypothetical protein
INJOPEMP_00172	CDS	474				hypothetical protein
INJOPEMP_00173	CDS	324				hypothetical protein
INJOPEMP_00174	CDS	1524				hypothetical protein
INJOPEMP_00175	CDS	795				hypothetical protein
INJOPEMP_00176	CDS	627				hypothetical protein
INJOPEMP_00177	CDS	378				hypothetical protein
INJOPEMP_00178	CDS	396				hypothetical protein
INJOPEMP_00179	CDS	351				hypothetical protein
INJOPEMP_00180	CDS	342				hypothetical protein
INJOPEMP_00181	CDS	1812				hypothetical protein
INJOPEMP_00182	CDS	2217	recD2	3.6.4.12		ATP-dependent RecD-like DNA helicase
INJOPEMP_00183	CDS	486				hypothetical protein
INJOPEMP_00184	CDS	273	hupB_1		COG0776	DNA-binding protein HU-beta
INJOPEMP_00185	CDS	321				hypothetical protein
INJOPEMP_00186	CDS	348				hypothetical protein
INJOPEMP_00187	CDS	423	dksA_1		COG1734	RNA polymerase-binding transcription factor DksA
INJOPEMP_00188	CDS	579				hypothetical protein
INJOPEMP_00189	CDS	1716				hypothetical protein
INJOPEMP_00190	CDS	336				hypothetical protein
INJOPEMP_00191	CDS	336				hypothetical protein
INJOPEMP_00192	CDS	600				hypothetical protein
INJOPEMP_00193	CDS	1191				hypothetical protein
INJOPEMP_00194	CDS	1074				hypothetical protein
INJOPEMP_00195	CDS	984				hypothetical protein
INJOPEMP_00196	CDS	492				hypothetical protein
INJOPEMP_00197	CDS	2967				Tn3 family transposase TnAs3
INJOPEMP_00198	CDS	561	hin		COG1961	DNA-invertase hin
INJOPEMP_00199	CDS	351				hypothetical protein
INJOPEMP_00200	CDS	1014	xerC_1			Tyrosine recombinase XerC
INJOPEMP_00201	CDS	936				hypothetical protein
INJOPEMP_00202	CDS	1044				IS110 family transposase ISPa21
INJOPEMP_00203	CDS	318	gdx_1			Guanidinium exporter
INJOPEMP_00204	CDS	1044				IS110 family transposase ISPa21
INJOPEMP_00205	CDS	840	folP_1	2.5.1.15	COG0294	Dihydropteroate synthase
INJOPEMP_00206	CDS	501				hypothetical protein
INJOPEMP_00207	CDS	903				hypothetical protein
INJOPEMP_00208	CDS	1680				hypothetical protein
INJOPEMP_00209	CDS	708			COG2200	putative signaling protein
INJOPEMP_00210	CDS	237				hypothetical protein
INJOPEMP_00211	CDS	363				hypothetical protein
INJOPEMP_00212	CDS	1695	merA	1.16.1.1		Mercuric reductase
INJOPEMP_00213	CDS	462	merC			Mercuric transport protein MerC
INJOPEMP_00214	CDS	276	merP			Mercuric transport protein periplasmic component
INJOPEMP_00215	CDS	351	merT			Mercuric transport protein MerT
INJOPEMP_00216	CDS	435				ISL3 family transposase ISStma11
INJOPEMP_00217	CDS	864	dinG_1	3.1.-.-		3'-5' exonuclease DinG
INJOPEMP_00218	CDS	264				hypothetical protein
INJOPEMP_00219	CDS	741				hypothetical protein
INJOPEMP_00220	CDS	165				hypothetical protein
INJOPEMP_00221	CDS	1272			COG3385	IS4 family transposase ISPa45
INJOPEMP_00222	CDS	765				hypothetical protein
INJOPEMP_00223	CDS	411				hypothetical protein
INJOPEMP_00224	CDS	1074				hypothetical protein
INJOPEMP_00225	CDS	477				hypothetical protein
INJOPEMP_00226	CDS	618				hypothetical protein
INJOPEMP_00227	CDS	225				hypothetical protein
INJOPEMP_00228	CDS	978				hypothetical protein
INJOPEMP_00229	CDS	708				hypothetical protein
INJOPEMP_00230	CDS	861				hypothetical protein
INJOPEMP_00231	CDS	993				hypothetical protein
INJOPEMP_00232	CDS	684				hypothetical protein
INJOPEMP_00233	CDS	429				hypothetical protein
INJOPEMP_00234	CDS	1005	umuC_1		COG0389	Protein UmuC
INJOPEMP_00235	CDS	462				hypothetical protein
INJOPEMP_00236	CDS	2937				hypothetical protein
INJOPEMP_00237	CDS	2589				hypothetical protein
INJOPEMP_00238	CDS	843				hypothetical protein
INJOPEMP_00239	CDS	297				hypothetical protein
INJOPEMP_00240	CDS	1056	xerC_2			Tyrosine recombinase XerC
INJOPEMP_00241	CDS	384				hypothetical protein
INJOPEMP_00242	CDS	426				hypothetical protein
INJOPEMP_00243	CDS	177				hypothetical protein
INJOPEMP_00244	CDS	1581				hypothetical protein
INJOPEMP_00245	CDS	399				hypothetical protein
INJOPEMP_00246	CDS	474				hypothetical protein
INJOPEMP_00247	CDS	795				hypothetical protein
INJOPEMP_00248	CDS	732				hypothetical protein
INJOPEMP_00249	CDS	783				hypothetical protein
INJOPEMP_00250	CDS	603				hypothetical protein
INJOPEMP_00251	CDS	948				hypothetical protein
INJOPEMP_00252	CDS	1281				hypothetical protein
INJOPEMP_00253	CDS	357				hypothetical protein
INJOPEMP_00254	CDS	435				hypothetical protein
INJOPEMP_00255	CDS	345				hypothetical protein
INJOPEMP_00256	CDS	639				hypothetical protein
INJOPEMP_00257	CDS	174				hypothetical protein
INJOPEMP_00258	CDS	1302				hypothetical protein
INJOPEMP_00259	CDS	363				hypothetical protein
INJOPEMP_00260	CDS	921				hypothetical protein
INJOPEMP_00261	CDS	1035	smc_1			Chromosome partition protein Smc
INJOPEMP_00262	CDS	1206				hypothetical protein
INJOPEMP_00263	CDS	1089				hypothetical protein
INJOPEMP_00264	CDS	1296	xerC_3			Tyrosine recombinase XerC
INJOPEMP_00265	CDS	846	outO_1			Type 4 prepilin-like proteins leader peptide-processing enzyme
INJOPEMP_00266	CDS	405	kdpE_1		COG0745	KDP operon transcriptional regulatory protein KdpE
INJOPEMP_00267	CDS	465				hypothetical protein
INJOPEMP_00268	CDS	333				hypothetical protein
INJOPEMP_00269	CDS	666				hypothetical protein
INJOPEMP_00270	CDS	396				hypothetical protein
INJOPEMP_00271	CDS	1251				hypothetical protein
INJOPEMP_00272	CDS	192				hypothetical protein
INJOPEMP_00273	CDS	255				hypothetical protein
INJOPEMP_00274	CDS	1146	garK_1	2.7.1.165	COG1929	Glycerate 2-kinase
INJOPEMP_00275	CDS	1086	cdaR_1		COG3835	Carbohydrate diacid regulator
INJOPEMP_00276	CDS	249				hypothetical protein
INJOPEMP_00277	CDS	1104				hypothetical protein
INJOPEMP_00278	CDS	1212				hypothetical protein
INJOPEMP_00279	CDS	1008				hypothetical protein
INJOPEMP_00280	CDS	852				hypothetical protein
INJOPEMP_00281	CDS	1269				hypothetical protein
INJOPEMP_00282	CDS	504				hypothetical protein
INJOPEMP_00283	CDS	1260				hypothetical protein
INJOPEMP_00284	CDS	1194				hypothetical protein
INJOPEMP_00285	CDS	456				hypothetical protein
INJOPEMP_00286	CDS	1026				hypothetical protein
INJOPEMP_00287	CDS	1626				IS66 family transposase ISSal1
INJOPEMP_00288	CDS	336				hypothetical protein
INJOPEMP_00289	CDS	336				hypothetical protein
INJOPEMP_00290	CDS	579	yceD_1		COG2310	General stress protein 16U
INJOPEMP_00291	CDS	579	yceD_2		COG2310	General stress protein 16U
INJOPEMP_00292	CDS	1035	alx_1		COG0861	Putative membrane-bound redox modulator Alx
INJOPEMP_00293	CDS	450				hypothetical protein
INJOPEMP_00294	CDS	1191				hypothetical protein
INJOPEMP_00295	CDS	594	yceC		COG2310	Stress response protein SCP2
INJOPEMP_00296	CDS	729				hypothetical protein
INJOPEMP_00297	CDS	948				hypothetical protein
INJOPEMP_00298	CDS	1095	stiP	3.4.22.-		Cysteine protease StiP
INJOPEMP_00299	CDS	759				hypothetical protein
INJOPEMP_00300	CDS	1128				hypothetical protein
INJOPEMP_00301	CDS	1140				hypothetical protein
INJOPEMP_00302	CDS	999				hypothetical protein
INJOPEMP_00303	CDS	183				hypothetical protein
INJOPEMP_00304	CDS	411				hypothetical protein
INJOPEMP_00305	CDS	834	ligD_1		COG1793	Multifunctional non-homologous end joining protein LigD
INJOPEMP_00306	CDS	285				hypothetical protein
INJOPEMP_00307	CDS	225				hypothetical protein
INJOPEMP_00308	CDS	666				hypothetical protein
INJOPEMP_00309	CDS	600				hypothetical protein
INJOPEMP_00310	CDS	663				hypothetical protein
INJOPEMP_00311	CDS	2421				hypothetical protein
INJOPEMP_00312	CDS	627	vfr_1		COG0664	Cyclic AMP receptor-like protein
INJOPEMP_00313	CDS	207				hypothetical protein
INJOPEMP_00314	CDS	1014				hypothetical protein
INJOPEMP_00315	CDS	624				hypothetical protein
INJOPEMP_00316	CDS	333				hypothetical protein
INJOPEMP_00317	CDS	252				hypothetical protein
INJOPEMP_00318	CDS	231				hypothetical protein
INJOPEMP_00319	CDS	327				hypothetical protein
INJOPEMP_00320	CDS	618				hypothetical protein
INJOPEMP_00321	CDS	564				hypothetical protein
INJOPEMP_00322	CDS	1134				hypothetical protein
INJOPEMP_00323	CDS	369				hypothetical protein
INJOPEMP_00324	CDS	1035				hypothetical protein
INJOPEMP_00325	CDS	264				hypothetical protein
INJOPEMP_00326	CDS	444				hypothetical protein
INJOPEMP_00327	CDS	711				hypothetical protein
INJOPEMP_00328	CDS	222				hypothetical protein
INJOPEMP_00329	CDS	525				hypothetical protein
INJOPEMP_00330	CDS	3345	recB_1	3.1.11.5		RecBCD enzyme subunit RecB
INJOPEMP_00331	CDS	2691				hypothetical protein
INJOPEMP_00332	CDS	744			COG2200	putative signaling protein
INJOPEMP_00333	CDS	1017	pilT_1		COG2805	Twitching mobility protein
INJOPEMP_00334	CDS	1161				hypothetical protein
INJOPEMP_00335	CDS	318				hypothetical protein
INJOPEMP_00336	CDS	1248				hypothetical protein
INJOPEMP_00337	CDS	762				hypothetical protein
INJOPEMP_00338	CDS	636				hypothetical protein
INJOPEMP_00339	CDS	1182				hypothetical protein
INJOPEMP_00340	CDS	1644				hypothetical protein
INJOPEMP_00341	CDS	3468				hypothetical protein
INJOPEMP_00342	CDS	1836				hypothetical protein
INJOPEMP_00343	CDS	1725				hypothetical protein
INJOPEMP_00344	CDS	1065				hypothetical protein
INJOPEMP_00345	CDS	1245				hypothetical protein
INJOPEMP_00346	CDS	375				hypothetical protein
INJOPEMP_00347	CDS	1119				hypothetical protein
INJOPEMP_00348	CDS	1143				hypothetical protein
INJOPEMP_00349	CDS	1197	atsB	1.1.99.-	COG0641	Anaerobic sulfatase-maturating enzyme
INJOPEMP_00350	CDS	987				hypothetical protein
INJOPEMP_00351	CDS	528				hypothetical protein
INJOPEMP_00352	CDS	1164				hypothetical protein
INJOPEMP_00353	CDS	462				hypothetical protein
INJOPEMP_00354	CDS	462				hypothetical protein
INJOPEMP_00355	CDS	1758				hypothetical protein
INJOPEMP_00356	CDS	543				hypothetical protein
INJOPEMP_00357	CDS	477				hypothetical protein
INJOPEMP_00358	CDS	936				hypothetical protein
INJOPEMP_00359	CDS	1647				hypothetical protein
INJOPEMP_00360	CDS	690				hypothetical protein
INJOPEMP_00361	CDS	1113				hypothetical protein
INJOPEMP_00362	CDS	474				hypothetical protein
INJOPEMP_00363	CDS	1398				hypothetical protein
INJOPEMP_00364	CDS	690				hypothetical protein
INJOPEMP_00365	CDS	906				hypothetical protein
INJOPEMP_00366	CDS	801				hypothetical protein
INJOPEMP_00367	CDS	381				hypothetical protein
INJOPEMP_00368	CDS	594				hypothetical protein
INJOPEMP_00369	CDS	771				hypothetical protein
INJOPEMP_00370	CDS	1266				hypothetical protein
INJOPEMP_00371	CDS	279				hypothetical protein
INJOPEMP_00372	CDS	2055				hypothetical protein
INJOPEMP_00373	CDS	216				hypothetical protein
INJOPEMP_00374	CDS	258				hypothetical protein
INJOPEMP_00375	CDS	822				hypothetical protein
INJOPEMP_00376	CDS	1122	cobS_1	6.6.1.2		Aerobic cobaltochelatase subunit CobS
INJOPEMP_00377	CDS	438				hypothetical protein
INJOPEMP_00378	CDS	174				hypothetical protein
INJOPEMP_00379	CDS	498				hypothetical protein
INJOPEMP_00380	CDS	951				hypothetical protein
INJOPEMP_00381	CDS	435				hypothetical protein
INJOPEMP_00382	CDS	432				hypothetical protein
INJOPEMP_00383	CDS	2988		3.4.21.-		Extracellular serine protease
INJOPEMP_00384	CDS	2109	napA_1	1.9.6.1		Periplasmic nitrate reductase
INJOPEMP_00385	CDS	327	grxD		COG0278	Glutaredoxin 4
INJOPEMP_00386	CDS	1152	ybjJ			Inner membrane protein YbjJ
INJOPEMP_00387	CDS	477	bfr_1	1.16.3.1	COG2193	Bacterioferritin
INJOPEMP_00388	CDS	222				hypothetical protein
INJOPEMP_00389	CDS	603	ahpC_1	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
INJOPEMP_00390	CDS	675	rnt	3.1.13.-	COG0847	Ribonuclease T
INJOPEMP_00391	CDS	1047	pyrC_1	3.5.2.3	COG0418	Dihydroorotase
INJOPEMP_00392	CDS	966	pal_1			Peptidoglycan-associated lipoprotein
INJOPEMP_00393	CDS	1218	argG	6.3.4.5	COG0137	Argininosuccinate synthase
INJOPEMP_00394	CDS	387	gloA_1	4.4.1.5	COG0346	Lactoylglutathione lyase
INJOPEMP_00395	CDS	1158	bepF_1			Efflux pump periplasmic linker BepF
INJOPEMP_00396	CDS	3162	oqxB10			multidrug efflux RND transporter permease subunit OqxB10
INJOPEMP_00397	CDS	1473	oprM_1		COG1538	Outer membrane protein OprM
INJOPEMP_00398	CDS	195				hypothetical protein
INJOPEMP_00399	CDS	1038				hypothetical protein
INJOPEMP_00400	CDS	987				hypothetical protein
INJOPEMP_00401	CDS	1434	pcaB_1	5.5.1.2	COG0015	3-carboxy-cis,cis-muconate cycloisomerase
INJOPEMP_00402	CDS	1452	purB_1	4.3.2.2		Adenylosuccinate lyase
INJOPEMP_00403	CDS	1074	COQ3_1	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
INJOPEMP_00404	CDS	180				hypothetical protein
INJOPEMP_00405	CDS	639	nth	4.2.99.18	COG0177	Endonuclease III
INJOPEMP_00406	CDS	717	rnfE	7.-.-.-	COG4660	Ion-translocating oxidoreductase complex subunit E
INJOPEMP_00407	CDS	645	rnfG	7.-.-.-	COG4659	Ion-translocating oxidoreductase complex subunit G
INJOPEMP_00408	CDS	1035	rsxD	7.-.-.-	COG4658	Ion-translocating oxidoreductase complex subunit D
INJOPEMP_00409	CDS	2325	rsxC	7.-.-.-		Ion-translocating oxidoreductase complex subunit C
INJOPEMP_00410	CDS	567	rsxB	7.-.-.-	COG2878	Ion-translocating oxidoreductase complex subunit B
INJOPEMP_00411	CDS	585	rnfA	7.-.-.-		Ion-translocating oxidoreductase complex subunit A
INJOPEMP_00412	CDS	438				hypothetical protein
INJOPEMP_00413	CDS	1227				hypothetical protein
INJOPEMP_00414	CDS	801				hypothetical protein
INJOPEMP_00415	CDS	2034	metG	6.1.1.10	COG0073	Methionine--tRNA ligase
INJOPEMP_00416	CDS	1095	apbC		COG0489	Iron-sulfur cluster carrier protein
INJOPEMP_00417	CDS	567	dcd	3.5.4.13		dCTP deaminase
INJOPEMP_00418	CDS	888	rhlA_1	2.3.1.-		3-(3-hydroxydecanoyloxy)decanoate synthase
INJOPEMP_00419	CDS	1281	tylN	2.4.1.317		O-mycaminosyltylonolide 6-deoxyallosyltransferase
INJOPEMP_00420	CDS	726	sdiA		COG2771	Regulatory protein SdiA
INJOPEMP_00421	CDS	606	anoI	2.3.1.184		Acyl-homoserine-lactone synthase
INJOPEMP_00422	CDS	807	pheC			Cyclohexadienyl dehydratase
INJOPEMP_00423	CDS	861	bioP		COG0697	Biotin transporter
INJOPEMP_00424	CDS	900	rarD_1		COG2962	Protein RarD
INJOPEMP_00425	CDS	597				hypothetical protein
INJOPEMP_00426	CDS	1695	maeA	1.1.1.38	COG0281	NAD-dependent malic enzyme
INJOPEMP_00427	CDS	459				hypothetical protein
INJOPEMP_00428	CDS	543	yyaP		COG0262	putative protein YyaP
INJOPEMP_00429	CDS	1329	ybdG		COG0668	Miniconductance mechanosensitive channel YbdG
INJOPEMP_00430	CDS	1368	naiP			Putative niacin/nicotinamide transporter NaiP
INJOPEMP_00431	CDS	1326	rhlE_1	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlE
INJOPEMP_00432	CDS	1716	entS_1			Enterobactin exporter EntS
INJOPEMP_00433	CDS	1326				hypothetical protein
INJOPEMP_00434	CDS	231				hypothetical protein
INJOPEMP_00435	CDS	2757	rcsC_2	2.7.13.3		Sensor histidine kinase RcsC
INJOPEMP_00436	CDS	1197				hypothetical protein
INJOPEMP_00437	CDS	1758	gshAB	6.3.2.3		Glutathione biosynthesis bifunctional protein GshAB
INJOPEMP_00438	CDS	1770	asnB	6.3.5.4	COG0367	Asparagine synthetase [glutamine-hydrolyzing] 1
INJOPEMP_00439	CDS	474				hypothetical protein
INJOPEMP_00440	CDS	753				hypothetical protein
INJOPEMP_00441	CDS	1965	mnmC		COG0665	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
INJOPEMP_00442	CDS	1491		2.7.4.-	COG2326	Polyphosphate:AMP phosphotransferase
INJOPEMP_00443	CDS	1185	fadA_1	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase
INJOPEMP_00444	CDS	666				hypothetical protein
INJOPEMP_00445	CDS	1572	mqo_1	1.1.5.4	COG0579	Malate:quinone oxidoreductase
INJOPEMP_00446	CDS	210				hypothetical protein
INJOPEMP_00447	CDS	639		1.11.1.15	COG0450	Peroxiredoxin
INJOPEMP_00448	CDS	1002	ssuA_1			Putative aliphatic sulfonates-binding protein
INJOPEMP_00449	CDS	825	ssuC_1		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
INJOPEMP_00450	CDS	750	ssuB_1	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
INJOPEMP_00451	CDS	594	ssuE	1.5.1.38	COG0431	FMN reductase (NADPH)
INJOPEMP_00452	CDS	972	ssuA_2			Putative aliphatic sulfonates-binding protein
INJOPEMP_00453	CDS	1149	ssuD_1	1.14.14.5	COG2141	Alkanesulfonate monooxygenase
INJOPEMP_00454	CDS	789	ssuC_2		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
INJOPEMP_00455	CDS	825	ssuB_2	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
INJOPEMP_00456	CDS	216				hypothetical protein
INJOPEMP_00457	CDS	339				hypothetical protein
INJOPEMP_00458	CDS	312				hypothetical protein
INJOPEMP_00459	CDS	372	folX	5.1.99.7	COG1539	Dihydroneopterin triphosphate 2'-epimerase
INJOPEMP_00460	CDS	561	folE_1	3.5.4.16	COG0302	GTP cyclohydrolase 1
INJOPEMP_00461	CDS	705	folM	1.5.1.50	COG1028	Dihydromonapterin reductase
INJOPEMP_00462	CDS	558				hypothetical protein
INJOPEMP_00463	CDS	453			COG0716	putative protein
INJOPEMP_00464	CDS	1017				IS110 family transposase ISPa11
