locus_tag	ftype	length_bp	gene	EC_number	COG	product
ANBPDDAH_00217	CDS	864	dinG_1	3.1.-.-		3'-5' exonuclease DinG
ANBPDDAH_00218	CDS	264				hypothetical protein
ANBPDDAH_00219	CDS	741				hypothetical protein
ANBPDDAH_00220	CDS	165				hypothetical protein
ANBPDDAH_00221	CDS	1272			COG3385	IS4 family transposase ISPa45
ANBPDDAH_00222	CDS	765				hypothetical protein
ANBPDDAH_00223	CDS	411				hypothetical protein
ANBPDDAH_00224	CDS	1074				hypothetical protein
ANBPDDAH_00225	CDS	477				hypothetical protein
ANBPDDAH_00226	CDS	618				hypothetical protein
ANBPDDAH_00227	CDS	225				hypothetical protein
ANBPDDAH_00228	CDS	978				hypothetical protein
ANBPDDAH_00229	CDS	708				hypothetical protein
ANBPDDAH_00230	CDS	861				hypothetical protein
ANBPDDAH_00231	CDS	993				hypothetical protein
ANBPDDAH_00232	CDS	684				hypothetical protein
ANBPDDAH_00233	CDS	429				hypothetical protein
ANBPDDAH_00234	CDS	1005	umuC_1		COG0389	Protein UmuC
ANBPDDAH_00235	CDS	462				hypothetical protein
ANBPDDAH_00236	CDS	2937				hypothetical protein
ANBPDDAH_00237	CDS	2589				hypothetical protein
ANBPDDAH_00238	CDS	843				hypothetical protein
ANBPDDAH_00239	CDS	297				hypothetical protein
ANBPDDAH_00240	CDS	1056	xerC_2			Tyrosine recombinase XerC
ANBPDDAH_00241	CDS	384				hypothetical protein
ANBPDDAH_00242	CDS	426				hypothetical protein
ANBPDDAH_00243	CDS	177				hypothetical protein
ANBPDDAH_00244	CDS	1581				hypothetical protein
ANBPDDAH_00245	CDS	399				hypothetical protein
ANBPDDAH_00246	CDS	474				hypothetical protein
ANBPDDAH_00247	CDS	795				hypothetical protein
ANBPDDAH_00248	CDS	732				hypothetical protein
ANBPDDAH_00249	CDS	783				hypothetical protein
ANBPDDAH_00250	CDS	603				hypothetical protein
ANBPDDAH_00251	CDS	948				hypothetical protein
ANBPDDAH_00252	CDS	1281				hypothetical protein
ANBPDDAH_00253	CDS	357				hypothetical protein
ANBPDDAH_00254	CDS	435				hypothetical protein
ANBPDDAH_00255	CDS	345				hypothetical protein
ANBPDDAH_00256	CDS	639				hypothetical protein
ANBPDDAH_00257	CDS	174				hypothetical protein
ANBPDDAH_00258	CDS	1302				hypothetical protein
ANBPDDAH_00259	CDS	363				hypothetical protein
ANBPDDAH_00260	CDS	921				hypothetical protein
ANBPDDAH_00261	CDS	1035	smc_1			Chromosome partition protein Smc
ANBPDDAH_00262	CDS	1206				hypothetical protein
ANBPDDAH_00263	CDS	1089				hypothetical protein
ANBPDDAH_00264	CDS	1296	xerC_3			Tyrosine recombinase XerC
ANBPDDAH_00265	CDS	846	outO_1			Type 4 prepilin-like proteins leader peptide-processing enzyme
ANBPDDAH_00266	CDS	405	kdpE_1		COG0745	KDP operon transcriptional regulatory protein KdpE
ANBPDDAH_00267	CDS	465				hypothetical protein
ANBPDDAH_00268	CDS	333				hypothetical protein
ANBPDDAH_00269	CDS	666				hypothetical protein
ANBPDDAH_00270	CDS	396				hypothetical protein
ANBPDDAH_00271	CDS	1251				hypothetical protein
ANBPDDAH_00272	CDS	192				hypothetical protein
ANBPDDAH_00273	CDS	255				hypothetical protein
ANBPDDAH_00274	CDS	1146	garK_1	2.7.1.165	COG1929	Glycerate 2-kinase
ANBPDDAH_00275	CDS	1086	cdaR_1		COG3835	Carbohydrate diacid regulator
ANBPDDAH_00276	CDS	249				hypothetical protein
ANBPDDAH_00277	CDS	1104				hypothetical protein
ANBPDDAH_00278	CDS	1212				hypothetical protein
ANBPDDAH_00279	CDS	1008				hypothetical protein
ANBPDDAH_00280	CDS	852				hypothetical protein
ANBPDDAH_00281	CDS	1269				hypothetical protein
ANBPDDAH_00282	CDS	504				hypothetical protein
ANBPDDAH_00283	CDS	1260				hypothetical protein
ANBPDDAH_00284	CDS	1194				hypothetical protein
ANBPDDAH_00285	CDS	456				hypothetical protein
ANBPDDAH_00286	CDS	1026				hypothetical protein
ANBPDDAH_00287	CDS	1626				IS66 family transposase ISSal1
ANBPDDAH_00288	CDS	336				hypothetical protein
ANBPDDAH_00289	CDS	336				hypothetical protein
ANBPDDAH_00290	CDS	579	yceD_1		COG2310	General stress protein 16U
ANBPDDAH_00291	CDS	579	yceD_2		COG2310	General stress protein 16U
ANBPDDAH_00292	CDS	1035	alx_1		COG0861	Putative membrane-bound redox modulator Alx
ANBPDDAH_00293	CDS	450				hypothetical protein
ANBPDDAH_00294	CDS	1191				hypothetical protein
ANBPDDAH_00295	CDS	594	yceC		COG2310	Stress response protein SCP2
ANBPDDAH_00296	CDS	729				hypothetical protein
ANBPDDAH_00297	CDS	948				hypothetical protein
ANBPDDAH_00298	CDS	1095	stiP	3.4.22.-		Cysteine protease StiP
ANBPDDAH_00299	CDS	759				hypothetical protein
ANBPDDAH_00300	CDS	1128				hypothetical protein
ANBPDDAH_00301	CDS	1140				hypothetical protein
ANBPDDAH_00302	CDS	999				hypothetical protein
ANBPDDAH_00303	CDS	183				hypothetical protein
ANBPDDAH_00304	CDS	411				hypothetical protein
ANBPDDAH_00305	CDS	834	ligD_1		COG1793	Multifunctional non-homologous end joining protein LigD
ANBPDDAH_00306	CDS	285				hypothetical protein
ANBPDDAH_00307	CDS	225				hypothetical protein
ANBPDDAH_00308	CDS	666				hypothetical protein
ANBPDDAH_00309	CDS	600				hypothetical protein
ANBPDDAH_00310	CDS	663				hypothetical protein
ANBPDDAH_00311	CDS	2421				hypothetical protein
ANBPDDAH_00312	CDS	627	vfr_1		COG0664	Cyclic AMP receptor-like protein
ANBPDDAH_00313	CDS	207				hypothetical protein
ANBPDDAH_00314	CDS	1014				hypothetical protein
ANBPDDAH_00315	CDS	624				hypothetical protein
ANBPDDAH_00316	CDS	333				hypothetical protein
ANBPDDAH_00317	CDS	252				hypothetical protein
ANBPDDAH_00318	CDS	231				hypothetical protein
ANBPDDAH_00319	CDS	327				hypothetical protein
ANBPDDAH_00320	CDS	618				hypothetical protein
ANBPDDAH_00321	CDS	564				hypothetical protein
ANBPDDAH_00322	CDS	1134				hypothetical protein
ANBPDDAH_00323	CDS	369				hypothetical protein
ANBPDDAH_00324	CDS	1035				hypothetical protein
ANBPDDAH_00325	CDS	264				hypothetical protein
ANBPDDAH_00326	CDS	444				hypothetical protein
ANBPDDAH_00327	CDS	711				hypothetical protein
ANBPDDAH_00328	CDS	222				hypothetical protein
ANBPDDAH_00329	CDS	525				hypothetical protein
ANBPDDAH_00330	CDS	3345	recB_1	3.1.11.5		RecBCD enzyme subunit RecB
ANBPDDAH_00331	CDS	2691				hypothetical protein
ANBPDDAH_00332	CDS	744			COG2200	putative signaling protein
ANBPDDAH_00333	CDS	1017	pilT_1		COG2805	Twitching mobility protein
ANBPDDAH_00334	CDS	1161				hypothetical protein
ANBPDDAH_00335	CDS	318				hypothetical protein
ANBPDDAH_00336	CDS	1248				hypothetical protein
ANBPDDAH_00337	CDS	762				hypothetical protein
ANBPDDAH_00338	CDS	636				hypothetical protein
ANBPDDAH_00339	CDS	1182				hypothetical protein
ANBPDDAH_00340	CDS	1644				hypothetical protein
ANBPDDAH_00341	CDS	3468				hypothetical protein
ANBPDDAH_00342	CDS	1836				hypothetical protein
ANBPDDAH_00343	CDS	1725				hypothetical protein
ANBPDDAH_00344	CDS	1065				hypothetical protein
ANBPDDAH_00345	CDS	1245				hypothetical protein
ANBPDDAH_00346	CDS	375				hypothetical protein
ANBPDDAH_00347	CDS	1119				hypothetical protein
ANBPDDAH_00348	CDS	1143				hypothetical protein
ANBPDDAH_00349	CDS	1197	atsB	1.1.99.-	COG0641	Anaerobic sulfatase-maturating enzyme
ANBPDDAH_00350	CDS	987				hypothetical protein
ANBPDDAH_00351	CDS	528				hypothetical protein
ANBPDDAH_00352	CDS	1164				hypothetical protein
ANBPDDAH_00353	CDS	462				hypothetical protein
ANBPDDAH_00354	CDS	462				hypothetical protein
ANBPDDAH_00355	CDS	1758				hypothetical protein
ANBPDDAH_00356	CDS	543				hypothetical protein
ANBPDDAH_00357	CDS	477				hypothetical protein
ANBPDDAH_00358	CDS	936				hypothetical protein
ANBPDDAH_00359	CDS	1647				hypothetical protein
ANBPDDAH_00360	CDS	690				hypothetical protein
ANBPDDAH_00361	CDS	1113				hypothetical protein
ANBPDDAH_00362	CDS	474				hypothetical protein
ANBPDDAH_00363	CDS	1398				hypothetical protein
ANBPDDAH_00364	CDS	690				hypothetical protein
ANBPDDAH_00365	CDS	906				hypothetical protein
ANBPDDAH_00366	CDS	801				hypothetical protein
ANBPDDAH_00367	CDS	381				hypothetical protein
ANBPDDAH_00368	CDS	594				hypothetical protein
ANBPDDAH_00369	CDS	771				hypothetical protein
ANBPDDAH_00370	CDS	1266				hypothetical protein
ANBPDDAH_00371	CDS	279				hypothetical protein
ANBPDDAH_00372	CDS	2055				hypothetical protein
ANBPDDAH_00373	CDS	216				hypothetical protein
ANBPDDAH_00374	CDS	258				hypothetical protein
ANBPDDAH_00375	CDS	822				hypothetical protein
ANBPDDAH_00376	CDS	1122	cobS_1	6.6.1.2		Aerobic cobaltochelatase subunit CobS
ANBPDDAH_00377	CDS	438				hypothetical protein
ANBPDDAH_00378	CDS	174				hypothetical protein
ANBPDDAH_00379	CDS	498				hypothetical protein
ANBPDDAH_00380	CDS	951				hypothetical protein
ANBPDDAH_00381	CDS	435				hypothetical protein
ANBPDDAH_00382	CDS	432				hypothetical protein
ANBPDDAH_00383	CDS	2988		3.4.21.-		Extracellular serine protease
ANBPDDAH_00384	CDS	2109	napA_1	1.9.6.1		Periplasmic nitrate reductase
ANBPDDAH_00385	CDS	327	grxD		COG0278	Glutaredoxin 4
ANBPDDAH_00386	CDS	1152	ybjJ			Inner membrane protein YbjJ
ANBPDDAH_00387	CDS	477	bfr_1	1.16.3.1	COG2193	Bacterioferritin
ANBPDDAH_00388	CDS	222				hypothetical protein
ANBPDDAH_00389	CDS	603	ahpC_1	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
ANBPDDAH_00390	CDS	675	rnt	3.1.13.-	COG0847	Ribonuclease T
ANBPDDAH_00391	CDS	1047	pyrC_1	3.5.2.3	COG0418	Dihydroorotase
ANBPDDAH_00392	CDS	966	pal_1			Peptidoglycan-associated lipoprotein
ANBPDDAH_00393	CDS	1218	argG	6.3.4.5	COG0137	Argininosuccinate synthase
ANBPDDAH_00394	CDS	387	gloA_1	4.4.1.5	COG0346	Lactoylglutathione lyase
ANBPDDAH_00395	CDS	1158	bepF_1			Efflux pump periplasmic linker BepF
ANBPDDAH_00396	CDS	3162	oqxB10			multidrug efflux RND transporter permease subunit OqxB10
ANBPDDAH_00397	CDS	1473	oprM_1		COG1538	Outer membrane protein OprM
ANBPDDAH_00398	CDS	195				hypothetical protein
ANBPDDAH_00399	CDS	1038				hypothetical protein
ANBPDDAH_00400	CDS	987				hypothetical protein
ANBPDDAH_00401	CDS	1434	pcaB_1	5.5.1.2	COG0015	3-carboxy-cis,cis-muconate cycloisomerase
ANBPDDAH_00402	CDS	1452	purB_1	4.3.2.2		Adenylosuccinate lyase
ANBPDDAH_00403	CDS	1074	COQ3_1	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
ANBPDDAH_00404	CDS	180				hypothetical protein
ANBPDDAH_00405	CDS	639	nth	4.2.99.18	COG0177	Endonuclease III
ANBPDDAH_00406	CDS	717	rnfE	7.-.-.-	COG4660	Ion-translocating oxidoreductase complex subunit E
ANBPDDAH_00407	CDS	645	rnfG	7.-.-.-	COG4659	Ion-translocating oxidoreductase complex subunit G
ANBPDDAH_00408	CDS	1035	rsxD	7.-.-.-	COG4658	Ion-translocating oxidoreductase complex subunit D
ANBPDDAH_00409	CDS	2325	rsxC	7.-.-.-		Ion-translocating oxidoreductase complex subunit C
ANBPDDAH_00410	CDS	567	rsxB	7.-.-.-	COG2878	Ion-translocating oxidoreductase complex subunit B
ANBPDDAH_00411	CDS	585	rnfA	7.-.-.-		Ion-translocating oxidoreductase complex subunit A
ANBPDDAH_00412	CDS	438				hypothetical protein
ANBPDDAH_00413	CDS	1227				hypothetical protein
ANBPDDAH_00414	CDS	801				hypothetical protein
ANBPDDAH_00415	CDS	2034	metG	6.1.1.10	COG0073	Methionine--tRNA ligase
ANBPDDAH_00416	CDS	1095	apbC		COG0489	Iron-sulfur cluster carrier protein
ANBPDDAH_00417	CDS	567	dcd	3.5.4.13		dCTP deaminase
ANBPDDAH_00418	CDS	888	rhlA_1	2.3.1.-		3-(3-hydroxydecanoyloxy)decanoate synthase
ANBPDDAH_00419	CDS	1281	tylN	2.4.1.317		O-mycaminosyltylonolide 6-deoxyallosyltransferase
ANBPDDAH_00420	CDS	726	sdiA		COG2771	Regulatory protein SdiA
ANBPDDAH_00421	CDS	606	anoI	2.3.1.184		Acyl-homoserine-lactone synthase
ANBPDDAH_00422	CDS	807	pheC			Cyclohexadienyl dehydratase
ANBPDDAH_00423	CDS	861	bioP		COG0697	Biotin transporter
ANBPDDAH_00424	CDS	900	rarD_1		COG2962	Protein RarD
ANBPDDAH_00425	CDS	597				hypothetical protein
ANBPDDAH_00426	CDS	1695	maeA	1.1.1.38	COG0281	NAD-dependent malic enzyme
ANBPDDAH_00427	CDS	459				hypothetical protein
ANBPDDAH_00428	CDS	543	yyaP		COG0262	putative protein YyaP
ANBPDDAH_00429	CDS	1329	ybdG		COG0668	Miniconductance mechanosensitive channel YbdG
ANBPDDAH_00430	CDS	1368	naiP			Putative niacin/nicotinamide transporter NaiP
ANBPDDAH_00431	CDS	1326	rhlE_1	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlE
ANBPDDAH_00432	CDS	1716	entS_1			Enterobactin exporter EntS
ANBPDDAH_00433	CDS	1326				hypothetical protein
ANBPDDAH_00434	CDS	231				hypothetical protein
ANBPDDAH_00435	CDS	2757	rcsC_2	2.7.13.3		Sensor histidine kinase RcsC
ANBPDDAH_00436	CDS	1197				hypothetical protein
ANBPDDAH_00437	CDS	1758	gshAB	6.3.2.3		Glutathione biosynthesis bifunctional protein GshAB
ANBPDDAH_00438	CDS	1770	asnB	6.3.5.4	COG0367	Asparagine synthetase [glutamine-hydrolyzing] 1
ANBPDDAH_00439	CDS	474				hypothetical protein
ANBPDDAH_00440	CDS	753				hypothetical protein
ANBPDDAH_00441	CDS	1965	mnmC		COG0665	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
ANBPDDAH_00442	CDS	1491		2.7.4.-	COG2326	Polyphosphate:AMP phosphotransferase
ANBPDDAH_00443	CDS	1185	fadA_1	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase
ANBPDDAH_00444	CDS	666				hypothetical protein
ANBPDDAH_00445	CDS	1572	mqo_1	1.1.5.4	COG0579	Malate:quinone oxidoreductase
ANBPDDAH_00446	CDS	210				hypothetical protein
ANBPDDAH_00447	CDS	639		1.11.1.15	COG0450	Peroxiredoxin
ANBPDDAH_00448	CDS	1002	ssuA_1			Putative aliphatic sulfonates-binding protein
ANBPDDAH_00449	CDS	825	ssuC_1		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
ANBPDDAH_00450	CDS	750	ssuB_1	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
ANBPDDAH_00451	CDS	594	ssuE	1.5.1.38	COG0431	FMN reductase (NADPH)
ANBPDDAH_00452	CDS	972	ssuA_2			Putative aliphatic sulfonates-binding protein
