# BUSCO version is: 5.7.1 
# The lineage dataset is: pseudomonadales_odb10 (Creation date: 2024-01-08, number of genomes: 159, number of BUSCOs: 782)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
3999at72274	Complete	2:4345685-4347568	4347568	4345685	-	1108.5	515	https://v10-1.orthodb.org/?query=3999at72274	Phosphomethylpyrimidine synthase
4074at72274	Complete	2:2367591-2369495	2369495	2367591	-	960.0	548	https://v10-1.orthodb.org/?query=4074at72274	Histidine kinase/HSP90-like ATPase
4076at72274	Complete	2:983486-985267	985267	983486	-	1044.9	510	https://v10-1.orthodb.org/?query=4076at72274	NADH-quinone oxidoreductase subunit C/D
4251at72274	Complete	2:4339951-4341840	4341840	4339951	-	967.0	511	https://v10-1.orthodb.org/?query=4251at72274	DNA topoisomerase, type IIA
4452at72274	Complete	2:409963-411975	409963	411975	+	1168.6	601	https://v10-1.orthodb.org/?query=4452at72274	excinuclease ABC subunit B
4619at72274	Complete	2:5023583-5025475	5025475	5023583	-	1058.8	523	https://v10-1.orthodb.org/?query=4619at72274	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
4793at72274	Complete	2:4112747-4114660	4114660	4112747	-	1022.4	546	https://v10-1.orthodb.org/?query=4793at72274	Chaperone protein DnaK
4804at72274	Complete	2:6345722-6347584	6345722	6347584	+	819.1	482	https://v10-1.orthodb.org/?query=4804at72274	Protein translocase subunit SecD
4962at72274	Complete	2:5129627-5131672	5129627	5131672	+	912.5	578	https://v10-1.orthodb.org/?query=4962at72274	Oligopeptidase A
5009at72274	Complete	2:4088920-4091025	4091025	4088920	-	1196.3	625	https://v10-1.orthodb.org/?query=5009at72274	Polyribonucleotide nucleotidyltransferase
5031at72274	Complete	2:3264797-3266911	3264797	3266911	+	952.4	584	https://v10-1.orthodb.org/?query=5031at72274	Phosphate acetyltransferase
5089at72274	Complete	2:2162236-2163906	2163906	2162236	-	930.9	500	https://v10-1.orthodb.org/?query=5089at72274	Glutamine--tRNA ligase
5798at72274	Complete	2:5009389-5011224	5011224	5009389	-	844.4	506	https://v10-1.orthodb.org/?query=5798at72274	Glutamine--fructose-6-phosphate aminotransferase 
5969at72274	Complete	2:3365777-3367576	3367576	3365777	-	1013.6	520	https://v10-1.orthodb.org/?query=5969at72274	Elongation factor 4
6086at72274	Complete	2:4039559-4041283	4041283	4039559	-	1021.1	520	https://v10-1.orthodb.org/?query=6086at72274	Acetolactate synthase
6134at72274	Complete	2:6355093-6356952	6355093	6356952	+	791.9	506	https://v10-1.orthodb.org/?query=6134at72274	Heat shock protein 70 family
6190at72274	Complete	2:3092459-3094174	3092459	3094174	+	890.7	485	https://v10-1.orthodb.org/?query=6190at72274	Proline--tRNA ligase
6205at72274	Complete	2:548637-550565	550565	548637	-	660.6	511	https://v10-1.orthodb.org/?query=6205at72274	Lytic transglycosylase
6231at72274	Complete	2:989879-991474	991474	989879	-	662.9	432	https://v10-1.orthodb.org/?query=6231at72274	Isocitrate lyase
6237at72274	Complete	2:4101331-4103259	4103259	4101331	-	1078.3	550	https://v10-1.orthodb.org/?query=6237at72274	Peptidase M41
6309at72274	Complete	2:3085631-3087406	3087406	3085631	-	1036.3	539	https://v10-1.orthodb.org/?query=6309at72274	Aminoacyl-tRNA synthetase, class II
6339at72274	Complete	2:1097917-1099743	1097917	1099743	+	873.4	519	https://v10-1.orthodb.org/?query=6339at72274	excinuclease ABC subunit C
6352at72274	Complete	2:4526574-4528391	4528391	4526574	-	1019.7	535	https://v10-1.orthodb.org/?query=6352at72274	GTP-binding protein
6377at72274	Complete	2:6552163-6553791	6552163	6553791	+	881.9	468	https://v10-1.orthodb.org/?query=6377at72274	CTP synthase
6380at72274	Complete	2:4079222-4080886	4079222	4080886	+	697.8	440	https://v10-1.orthodb.org/?query=6380at72274	Glucose-6-phosphate isomerase
6391at72274	Complete	2:720025-722526	722526	720025	-	864.6	701	https://v10-1.orthodb.org/?query=6391at72274	ABC transporter permease
6397at72274	Complete	2:3913159-3914823	3914823	3913159	-	975.9	508	https://v10-1.orthodb.org/?query=6397at72274	energy-dependent translational throttle protein EttA
6493at72274	Complete	2:6397434-6399011	6397434	6399011	+	884.4	458	https://v10-1.orthodb.org/?query=6493at72274	GMP synthase
6653at72274	Complete	2:6251664-6253247	6253247	6251664	-	931.7	453	https://v10-1.orthodb.org/?query=6653at72274	Peptide chain release factor 3
6860at72274	Complete	2:4453888-4455651	4453888	4455651	+	553.4	445	https://v10-1.orthodb.org/?query=6860at72274	Arginine--tRNA ligase
7044at72274	Complete	2:5676231-5678084	5678084	5676231	-	907.0	497	https://v10-1.orthodb.org/?query=7044at72274	RNA polymerase sigma-70
7477at72274	Complete	2:415623-417107	415623	417107	+	808.9	431	https://v10-1.orthodb.org/?query=7477at72274	Glutamate--tRNA ligase
7583at72274	Complete	2:6452186-6453901	6452186	6453901	+	767.4	493	https://v10-1.orthodb.org/?query=7583at72274	Single-stranded-DNA-specific exonuclease RecJ
7615at72274	Complete	2:6076944-6078827	6078827	6076944	-	915.7	519	https://v10-1.orthodb.org/?query=7615at72274	1-deoxy-D-xylulose-5-phosphate synthase
7643at72274	Complete	2:5016874-5018418	5018418	5016874	-	889.8	420	https://v10-1.orthodb.org/?query=7643at72274	ATP synthase subunit alpha
8141at72274	Complete	2:387758-389437	387758	389437	+	888.2	486	https://v10-1.orthodb.org/?query=8141at72274	S1 domain
8335at72274	Complete	2:4213240-4214847	4213240	4214847	+	893.0	466	https://v10-1.orthodb.org/?query=8335at72274	Methylglyoxal synthase-like domain
8410at72274	Duplicated	2:6609466-6610983	6610983	6609466	-	763.5	448	https://v10-1.orthodb.org/?query=8410at72274	Glycerol kinase
8410at72274	Duplicated	2:6612661-6614145	6612661	6614145	+	694.3	448	https://v10-1.orthodb.org/?query=8410at72274	Glycerol kinase
8435at72274	Complete	2:71922-73886	73886	71922	-	535.3	438	https://v10-1.orthodb.org/?query=8435at72274	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
8457at72274	Complete	2:6138559-6140094	6140094	6138559	-	571.6	412	https://v10-1.orthodb.org/?query=8457at72274	Apolipoprotein N-acyltransferase
8956at72274	Complete	2:974530-976377	976377	974530	-	806.5	496	https://v10-1.orthodb.org/?query=8956at72274	NADH-plastoquinone oxidoreductase, chain 5
8990at72274	Complete	2:2377182-2378618	2378618	2377182	-	742.5	422	https://v10-1.orthodb.org/?query=8990at72274	Dihydrolipoyl dehydrogenase
9094at72274	Complete	2:4530399-4531808	4530399	4531808	+	785.6	406	https://v10-1.orthodb.org/?query=9094at72274	Glutamine synthetase
9146at72274	Complete	2:6482284-6483789	6482284	6483789	+	817.7	419	https://v10-1.orthodb.org/?query=9146at72274	Lysine--tRNA ligase
9189at72274	Complete	2:750151-751362	751362	750151	-	629.0	358	https://v10-1.orthodb.org/?query=9189at72274	Pyridoxal phosphate-dependent transferase
9255at72274	Complete	2:618059-619714	619714	618059	-	886.7	470	https://v10-1.orthodb.org/?query=9255at72274	Electron transfer flavoprotein-ubiquinone oxidoreductase
9260at72274	Complete	2:3682757-3684214	3684214	3682757	-	714.5	420	https://v10-1.orthodb.org/?query=9260at72274	RNA-binding domain, S1
9341at72274	Complete	2:550791-552713	550791	552713	+	804.2	501	https://v10-1.orthodb.org/?query=9341at72274	ABC transporter-like
9430at72274	Complete	2:3626720-3628459	3628459	3626720	-	611.5	445	https://v10-1.orthodb.org/?query=9430at72274	Penicillin-binding protein, dimerisation domain
9496at72274	Complete	2:3589637-3591280	3591280	3589637	-	883.1	471	https://v10-1.orthodb.org/?query=9496at72274	GroEL-like apical domain superfamily
9575at72274	Complete	2:3535807-3537330	3535807	3537330	+	908.0	457	https://v10-1.orthodb.org/?query=9575at72274	Fe-S hydro-lyase, tartrate dehydratase beta-type, catalytic domain
9588at72274	Complete	2:3596523-3598307	3596523	3598307	+	575.7	415	https://v10-1.orthodb.org/?query=9588at72274	Major facilitator superfamily
9608at72274	Complete	2:1010012-1012426	1010012	1012426	+	991.7	582	https://v10-1.orthodb.org/?query=9608at72274	Winged helix-like DNA-binding domain superfamily
9781at72274	Complete	2:4629136-4630920	4629136	4630920	+	752.8	441	https://v10-1.orthodb.org/?query=9781at72274	General secretory system II, protein E, N-terminal
9852at72274	Complete	2:6365492-6366973	6365492	6366973	+	716.1	416	https://v10-1.orthodb.org/?query=9852at72274	GTPase Der
9938at72274	Complete	2:981641-982987	982987	981641	-	697.9	371	https://v10-1.orthodb.org/?query=9938at72274	NADH-ubiquinone oxidoreductase 51kDa subunit, FMN-binding domain
9960at72274	Complete	2:6403473-6404945	6404945	6403473	-	323.6	238	https://v10-1.orthodb.org/?query=9960at72274	Membrane-bound lytic murein transglycosylase F
10023at72274	Complete	2:972973-974502	974502	972973	-	741.7	434	https://v10-1.orthodb.org/?query=10023at72274	NADH
10050at72274	Complete	2:4620441-4622024	4620441	4622024	+	599.8	414	https://v10-1.orthodb.org/?query=10050at72274	Glutamate--cysteine ligase
10071at72274	Complete	2:5527331-5528740	5528740	5527331	-	766.4	389	https://v10-1.orthodb.org/?query=10071at72274	Adenosylhomocysteinase
10120at72274	Complete	2:4377656-4379467	4379467	4377656	-	809.7	506	https://v10-1.orthodb.org/?query=10120at72274	ABC transporter type 1, transmembrane domain
10280at72274	Complete	2:5276210-5277646	5276210	5277646	+	573.1	362	https://v10-1.orthodb.org/?query=10280at72274	NAD(P) transhydrogenase subunit beta
10446at72274	Complete	2:526219-527550	527550	526219	-	587.1	371	https://v10-1.orthodb.org/?query=10446at72274	Deoxyguanosinetriphosphate triphosphohydrolase
10449at72274	Complete	2:3242220-3243614	3242220	3243614	+	650.2	380	https://v10-1.orthodb.org/?query=10449at72274	Fumarate hydratase class II
10543at72274	Complete	2:6105531-6106886	6105531	6106886	+	642.1	374	https://v10-1.orthodb.org/?query=10543at72274	UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase
10595at72274	Complete	2:4115478-4117154	4115478	4117154	+	631.8	463	https://v10-1.orthodb.org/?query=10595at72274	DNA repair protein RecN
10681at72274	Complete	2:3933538-3934899	3934899	3933538	-	735.5	393	https://v10-1.orthodb.org/?query=10681at72274	Ribosomal protein S5 domain 2-type fold
10683at72274	Complete	2:582282-583676	582282	583676	+	882.4	447	https://v10-1.orthodb.org/?query=10683at72274	FAD/NAD(P)-binding domain
10690at72274	Complete	2:6333533-6335020	6335020	6333533	-	605.0	359	https://v10-1.orthodb.org/?query=10690at72274	leucyl aminopeptidase
10772at72274	Complete	2:3625257-3626720	3626720	3625257	-	474.3	343	https://v10-1.orthodb.org/?query=10772at72274	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
10968at72274	Complete	2:1148141-1149880	1148141	1149880	+	625.1	480	https://v10-1.orthodb.org/?query=10968at72274	POTRA domain, BamA/TamA-like
10984at72274	Complete	2:5014556-5015932	5015932	5014556	-	829.5	407	https://v10-1.orthodb.org/?query=10984at72274	ATPase, F1/V1/A1 complex, alpha/beta subunit, N-terminal domain
11020at72274	Complete	2:5031165-5032709	5031165	5032709	+	559.8	355	https://v10-1.orthodb.org/?query=11020at72274	Chromosomal replication initiator protein DnaA
11088at72274	Complete	2:995161-996531	996531	995161	-	770.1	407	https://v10-1.orthodb.org/?query=11088at72274	Adenylosuccinate lyase
11099at72274	Complete	2:427806-429230	427806	429230	+	822.6	419	https://v10-1.orthodb.org/?query=11099at72274	3-isopropylmalate dehydratase large subunit
11118at72274	Complete	2:5028106-5029842	5029842	5028106	-	800.2	480	https://v10-1.orthodb.org/?query=11118at72274	Membrane protein insertase YidC
11213at72274	Complete	2:571779-573245	571779	573245	+	719.7	393	https://v10-1.orthodb.org/?query=11213at72274	Glyceraldehyde-3-phosphate dehydrogenase
11342at72274	Complete	2:589467-591692	589467	591692	+	485.5	513	https://v10-1.orthodb.org/?query=11342at72274	Competence protein ComEC
11418at72274	Complete	2:4298083-4299477	4299477	4298083	-	642.2	381	https://v10-1.orthodb.org/?query=11418at72274	DNA helicase, DnaB-like, N-terminal
11441at72274	Complete	2:2386636-2387922	2386636	2387922	+	739.4	362	https://v10-1.orthodb.org/?query=11441at72274	Citrate synthase
11534at72274	Complete	2:2833646-2835262	2835262	2833646	-	519.6	420	https://v10-1.orthodb.org/?query=11534at72274	Signal transduction histidine kinase, dimerisation/phosphoacceptor domain
11573at72274	Complete	2:3372207-3373823	3372207	3373823	+	800.7	464	https://v10-1.orthodb.org/?query=11573at72274	L-aspartate oxidase
11597at72274	Complete	2:5400524-5401918	5400524	5401918	+	826.2	418	https://v10-1.orthodb.org/?query=11597at72274	FAD-linked oxidase
11748at72274	Complete	2:6145353-6146636	6146636	6145353	-	653.7	369	https://v10-1.orthodb.org/?query=11748at72274	Glutamate-1-semialdehyde 2,1-aminomutase
11795at72274	Complete	2:3176552-3177886	3176552	3177886	+	756.2	394	https://v10-1.orthodb.org/?query=11795at72274	Methylthiotransferase
11809at72274	Complete	2:4095526-4097007	4097007	4095526	-	748.4	440	https://v10-1.orthodb.org/?query=11809at72274	Transcription termination/antitermination protein NusA
11817at72274	Complete	2:4467995-4469596	4467995	4469596	+	674.9	415	https://v10-1.orthodb.org/?query=11817at72274	UbiB domain
12019at72274	Complete	2:442608-444113	442608	444113	+	896.1	449	https://v10-1.orthodb.org/?query=12019at72274	Amidophosphoribosyltransferase
12118at72274	Complete	2:4430160-4431593	4431593	4430160	-	775.0	416	https://v10-1.orthodb.org/?query=12118at72274	FAD/NAD(P)-binding domain
12305at72274	Complete	2:6395885-6397354	6395885	6397354	+	777.3	432	https://v10-1.orthodb.org/?query=12305at72274	IMP dehydrogenase
12335at72274	Complete	2:5788212-5789540	5788212	5789540	+	725.8	378	https://v10-1.orthodb.org/?query=12335at72274	Protein translocase subunit SecY
12585at72274	Complete	2:4737127-4738425	4738425	4737127	-	649.8	380	https://v10-1.orthodb.org/?query=12585at72274	D-amino acid dehydrogenase
12775at72274	Complete	2:2095325-2097190	2097190	2095325	-	605.1	528	https://v10-1.orthodb.org/?query=12775at72274	Peptidyl-prolyl cis-trans isomerase, PpiC-type
13129at72274	Complete	2:1014535-1015815	1014535	1015815	+	669.4	371	https://v10-1.orthodb.org/?query=13129at72274	Serine--tRNA ligase
13261at72274	Complete	2:3689650-3691095	3689650	3691095	+	803.2	432	https://v10-1.orthodb.org/?query=13261at72274	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
13283at72274	Complete	2:2100358-2101638	2101638	2100358	-	684.2	352	https://v10-1.orthodb.org/?query=13283at72274	Zinc finger, ClpX C4-type
13427at72274	Complete	2:1015817-1017214	1015817	1017214	+	607.0	372	https://v10-1.orthodb.org/?query=13427at72274	Sirohaem synthase, dimerisation domain
13443at72274	Complete	2:4542048-4543595	4542048	4543595	+	744.1	428	https://v10-1.orthodb.org/?query=13443at72274	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
13568at72274	Complete	2:6535800-6537152	6535800	6537152	+	517.1	356	https://v10-1.orthodb.org/?query=13568at72274	Zinc metalloprotease
13645at72274	Complete	2:5026668-5028035	5028035	5026668	-	602.7	379	https://v10-1.orthodb.org/?query=13645at72274	tRNA modification GTPase MnmE
13747at72274	Complete	2:4099116-4100453	4100453	4099116	-	574.8	354	https://v10-1.orthodb.org/?query=13747at72274	Alpha-D-phosphohexomutase, alpha/beta/alpha domain I
13880at72274	Complete	2:14159-15376	14159	15376	+	580.9	357	https://v10-1.orthodb.org/?query=13880at72274	Argininosuccinate synthase
13951at72274	Complete	2:4688506-4689900	4688506	4689900	+	814.2	409	https://v10-1.orthodb.org/?query=13951at72274	Argininosuccinate lyase
14061at72274	Complete	2:5068572-5069780	5069780	5068572	-	704.8	357	https://v10-1.orthodb.org/?query=14061at72274	Tryptophan synthase beta chain
14115at72274	Complete	2:4676514-4678430	4678430	4676514	-	905.4	541	https://v10-1.orthodb.org/?query=14115at72274	ABC transporter ATP-binding protein
14127at72274	Complete	2:4662774-4664033	4664033	4662774	-	777.3	383	https://v10-1.orthodb.org/?query=14127at72274	Transcription termination factor Rho
14130at72274	Complete	2:3656218-3657540	3657540	3656218	-	594.2	347	https://v10-1.orthodb.org/?query=14130at72274	Histidinol dehydrogenase
14278at72274	Complete	2:5049449-5050753	5050753	5049449	-	412.1	319	https://v10-1.orthodb.org/?query=14278at72274	16S rRNA (cytosine(967)-C(5))-methyltransferase
14362at72274	Complete	2:3078518-3079816	3079816	3078518	-	402.8	329	https://v10-1.orthodb.org/?query=14362at72274	TolB, N-terminal
14446at72274	Complete	2:6344153-6345280	6344153	6345280	+	673.2	334	https://v10-1.orthodb.org/?query=14446at72274	Queuine tRNA-ribosyltransferase
14523at72274	Complete	2:5399091-5400320	5400320	5399091	-	690.3	361	https://v10-1.orthodb.org/?query=14523at72274	D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain
14524at72274	Complete	2:4706400-4707647	4706400	4707647	+	614.6	347	https://v10-1.orthodb.org/?query=14524at72274	Diaminopimelate decarboxylase
14546at72274	Complete	2:3877092-3878588	3878588	3877092	-	640.6	427	https://v10-1.orthodb.org/?query=14546at72274	Probable lipid II flippase MurJ
14552at72274	Complete	2:6524626-6525834	6525834	6524626	-	493.0	322	https://v10-1.orthodb.org/?query=14552at72274	Pyridoxal phosphate-dependent transferase
14567at72274	Complete	2:3185503-3186741	3186741	3185503	-	679.1	363	https://v10-1.orthodb.org/?query=14567at72274	aspartate kinase
14812at72274	Complete	2:4331578-4332792	4332792	4331578	-	506.3	330	https://v10-1.orthodb.org/?query=14812at72274	Phosphoserine phosphatase
14816at72274	Complete	2:3606618-3607835	3607835	3606618	-	562.0	337	https://v10-1.orthodb.org/?query=14816at72274	Arginine biosynthesis bifunctional protein ArgJ
14821at72274	Complete	2:3614651-3615904	3615904	3614651	-	445.4	330	https://v10-1.orthodb.org/?query=14821at72274	Cell division protein FtsA
14956at72274	Complete	2:3617749-3619191	3619191	3617749	-	780.9	417	https://v10-1.orthodb.org/?query=14956at72274	UDP-N-acetylmuramate--L-alanine ligase
