# BUSCO version is: 5.7.1 
# The lineage dataset is: pseudomonadales_odb10 (Creation date: 2024-01-08, number of genomes: 159, number of BUSCOs: 782)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
927at72274	Complete	1:1627273-1630164	1627273	1630164	+	1195.7	744	https://v10-1.orthodb.org/?query=927at72274	Ribonucleoside-diphosphate reductase
995at72274	Complete	1:5472984-5475686	5475686	5472984	-	1080.1	700	https://v10-1.orthodb.org/?query=995at72274	Bifunctional uridylyltransferase/uridylyl-removing enzyme
1004at72274	Complete	1:4374073-4377021	4374073	4377021	+	1026.6	689	https://v10-1.orthodb.org/?query=1004at72274	Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme
1036at72274	Complete	1:3803659-3806400	3803659	3806400	+	1256.3	775	https://v10-1.orthodb.org/?query=1036at72274	DNA polymerase I
1067at72274	Complete	1:2125845-2128451	2125845	2128451	+	1479.5	753	https://v10-1.orthodb.org/?query=1067at72274	Aconitase/3-isopropylmalate dehydratase large subunit, alpha/beta/alpha domain
1242at72274	Complete	1:954398-957007	954398	957007	+	1494.9	749	https://v10-1.orthodb.org/?query=1242at72274	Aconitate hydratase B
1384at72274	Complete	1:6207452-6210058	6207452	6210058	+	1457.2	760	https://v10-1.orthodb.org/?query=1384at72274	DNA topoisomerase I, type IA
1440at72274	Complete	1:2505094-2507844	2507844	2505094	-	1460.4	795	https://v10-1.orthodb.org/?query=1440at72274	SecA, preprotein cross-linking domain
1456at72274	Complete	1:2376426-2379941	2379941	2376426	-	730.5	709	https://v10-1.orthodb.org/?query=1456at72274	RecBCD enzyme subunit RecC
1471at72274	Complete	1:6029325-6032096	6029325	6032096	+	1463.2	778	https://v10-1.orthodb.org/?query=1471at72274	DNA gyrase subunit A
1600at72274	Complete	1:5493132-5496653	5493132	5496653	+	1563.0	944	https://v10-1.orthodb.org/?query=1600at72274	DNA-directed DNA polymerase
1634at72274	Complete	1:1173653-1176484	1176484	1173653	-	1560.9	821	https://v10-1.orthodb.org/?query=1634at72274	2-oxoglutarate dehydrogenase E1 component
1707at72274	Complete	1:6680815-6683532	6683532	6680815	-	1229.5	713	https://v10-1.orthodb.org/?query=1707at72274	NADH-quinone oxidoreductase
1753at72274	Complete	1:6116056-6118713	6116056	6118713	+	1094.0	715	https://v10-1.orthodb.org/?query=1753at72274	Peptidase M1, alanyl aminopeptidase, C-terminal
1843at72274	Complete	1:4468544-4471261	4468544	4471261	+	994.7	631	https://v10-1.orthodb.org/?query=1843at72274	Ribonuclease R
1917at72274	Complete	1:3709918-3712338	3712338	3709918	-	1293.5	656	https://v10-1.orthodb.org/?query=1917at72274	DNA gyrase subunit B
1961at72274	Complete	1:3020260-3023061	3020260	3023061	+	875.0	697	https://v10-1.orthodb.org/?query=1961at72274	Organic solvent tolerance-like, N-terminal
1974at72274	Complete	1:2923725-2926562	2923725	2926562	+	1584.4	812	https://v10-1.orthodb.org/?query=1974at72274	UvrABC system protein A
1982at72274	Complete	1:5852236-5855082	5855082	5852236	-	1160.3	773	https://v10-1.orthodb.org/?query=1982at72274	SNF2-related, N-terminal domain
2019at72274	Complete	1:4480779-4483022	4480779	4483022	+	1353.2	649	https://v10-1.orthodb.org/?query=2019at72274	Radical SAM
2112at72274	Complete	1:5514718-5517285	5517285	5514718	-	1210.8	731	https://v10-1.orthodb.org/?query=2112at72274	DNA mismatch repair protein MutS
2210at72274	Complete	1:2747341-2749905	2749905	2747341	-	1324.3	699	https://v10-1.orthodb.org/?query=2210at72274	Clp, N-terminal
2251at72274	Complete	1:2366873-2370508	2366873	2370508	+	827.5	910	https://v10-1.orthodb.org/?query=2251at72274	Chromosome segregation protein SMC
2303at72274	Complete	1:1232348-1234732	1234732	1232348	-	808.2	532	https://v10-1.orthodb.org/?query=2303at72274	DNA ligase
2348at72274	Complete	1:975629-978004	978004	975629	-	1405.4	697	https://v10-1.orthodb.org/?query=2348at72274	PEP-utilising enzyme, C-terminal
2487at72274	Complete	1:6706668-6708944	6706668	6708944	+	1250.9	669	https://v10-1.orthodb.org/?query=2487at72274	Clp, N-terminal
2667at72274	Complete	1:5387846-5390482	5387846	5390482	+	1147.4	749	https://v10-1.orthodb.org/?query=2667at72274	Phosphoenolpyruvate carboxylase
2718at72274	Complete	1:4681049-4683571	4681049	4683571	+	1218.7	702	https://v10-1.orthodb.org/?query=2718at72274	Translation initiation factor IF-2
2722at72274	Complete	1:1969735-1972359	1972359	1969735	-	1358.7	746	https://v10-1.orthodb.org/?query=2722at72274	Alanine--tRNA ligase
2787at72274	Complete	1:4133948-4136287	4136287	4133948	-	986.1	598	https://v10-1.orthodb.org/?query=2787at72274	YqgF/RNase H-like domain
2855at72274	Complete	1:4435469-4437733	4435469	4437733	+	1119.9	628	https://v10-1.orthodb.org/?query=2855at72274	DNA topoisomerase, type IIA, subunit A/C-terminal
2861at72274	Complete	1:4730706-4733030	4730706	4733030	+	952.3	612	https://v10-1.orthodb.org/?query=2861at72274	Penicillin-binding protein 1B
2968at72274	Complete	1:6701860-6704085	6704085	6701860	-	1147.4	657	https://v10-1.orthodb.org/?query=2968at72274	Isocitrate dehydrogenase
2971at72274	Complete	1:2782991-2785444	2785444	2782991	-	796.7	569	https://v10-1.orthodb.org/?query=2971at72274	Endopeptidase La
3072at72274	Complete	1:6166218-6168395	6166218	6168395	+	862.0	572	https://v10-1.orthodb.org/?query=3072at72274	23S rRNA (guanine(2445)-N(2))/(guanine(2069)-N(7))- methyltransferase
3123at72274	Complete	1:3667799-3669856	3667799	3669856	+	905.3	577	https://v10-1.orthodb.org/?query=3123at72274	Glycine--tRNA ligase beta subunit
3150at72274	Complete	1:6035537-6037777	6035537	6037777	+	678.0	423	https://v10-1.orthodb.org/?query=3150at72274	3-phosphoshikimate 1-carboxyvinyltransferase
3242at72274	Complete	1:5053447-5056110	5056110	5053447	-	1351.0	732	https://v10-1.orthodb.org/?query=3242at72274	Leucine--tRNA ligase
3277at72274	Complete	1:5917101-5919230	5919230	5917101	-	887.0	595	https://v10-1.orthodb.org/?query=3277at72274	Tail specific protease
3392at72274	Complete	1:4326548-4329019	4329019	4326548	-	1030.2	624	https://v10-1.orthodb.org/?query=3392at72274	Penicillin-binding protein, OB-like domain
3393at72274	Complete	1:1943386-1946163	1943386	1946163	+	910.5	679	https://v10-1.orthodb.org/?query=3393at72274	Histidine kinase
3407at72274	Complete	1:5658323-5660359	5660359	5658323	-	1013.9	571	https://v10-1.orthodb.org/?query=3407at72274	Methionine--tRNA ligase
3448at72274	Complete	1:6535525-6537447	6535525	6537447	+	1163.2	569	https://v10-1.orthodb.org/?query=3448at72274	Threonine--tRNA ligase
3460at72274	Complete	1:6203551-6205698	6203551	6205698	+	1022.7	611	https://v10-1.orthodb.org/?query=3460at72274	3-hydroxyacyl-CoA dehydrogenase, C-terminal
3513at72274	Complete	1:3975127-3977202	3977202	3975127	-	923.6	556	https://v10-1.orthodb.org/?query=3513at72274	Helicase, C-terminal
3634at72274	Complete	1:1177460-1179232	1179232	1177460	-	914.9	505	https://v10-1.orthodb.org/?query=3634at72274	Succinate dehydrogenase flavoprotein subunit
3680at72274	Complete	1:6539783-6542161	6539783	6542161	+	1015.4	652	https://v10-1.orthodb.org/?query=3680at72274	Phenylalanine--tRNA ligase beta subunit
3705at72274	Complete	1:4025164-4027173	4027173	4025164	-	968.4	550	https://v10-1.orthodb.org/?query=3705at72274	UvrD-like DNA helicase, C-terminal
3912at72274	Complete	1:3075823-3077820	3077820	3075823	-	1048.6	555	https://v10-1.orthodb.org/?query=3912at72274	Transketolase
3949at72274	Complete	1:4320208-4322427	4322427	4320208	-	910.7	612	https://v10-1.orthodb.org/?query=3949at72274	Primosomal protein N'
3999at72274	Complete	1:4426303-4428186	4426303	4428186	+	1110.7	515	https://v10-1.orthodb.org/?query=3999at72274	Phosphomethylpyrimidine synthase
4074at72274	Complete	1:1161288-1163192	1163192	1161288	-	960.0	548	https://v10-1.orthodb.org/?query=4074at72274	Histidine kinase/HSP90-like ATPase
4076at72274	Complete	1:6685509-6687290	6687290	6685509	-	1044.9	510	https://v10-1.orthodb.org/?query=4076at72274	NADH-quinone oxidoreductase subunit C/D
4251at72274	Complete	1:4432038-4433927	4432038	4433927	+	967.1	511	https://v10-1.orthodb.org/?query=4251at72274	DNA topoisomerase, type IIA
4452at72274	Complete	1:6056538-6058550	6056538	6058550	+	1167.7	601	https://v10-1.orthodb.org/?query=4452at72274	excinuclease ABC subunit B
4619at72274	Complete	1:3721820-3723712	3721820	3723712	+	1059.6	523	https://v10-1.orthodb.org/?query=4619at72274	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
4793at72274	Complete	1:4661887-4663800	4661887	4663800	+	1022.4	546	https://v10-1.orthodb.org/?query=4793at72274	Chaperone protein DnaK
4804at72274	Complete	1:5239298-5241160	5239298	5241160	+	819.1	482	https://v10-1.orthodb.org/?query=4804at72274	Protein translocase subunit SecD
4962at72274	Complete	1:3595642-3597687	3597687	3595642	-	912.5	578	https://v10-1.orthodb.org/?query=4962at72274	Oligopeptidase A
5009at72274	Complete	1:4685519-4687624	4685519	4687624	+	1196.3	625	https://v10-1.orthodb.org/?query=5009at72274	Polyribonucleotide nucleotidyltransferase
5031at72274	Complete	1:2047660-2049774	2047660	2049774	+	951.6	584	https://v10-1.orthodb.org/?query=5031at72274	Phosphate acetyltransferase
5089at72274	Complete	1:947308-948978	948978	947308	-	930.2	500	https://v10-1.orthodb.org/?query=5089at72274	Glutamine--tRNA ligase
5798at72274	Complete	1:3736071-3737906	3736071	3737906	+	844.4	506	https://v10-1.orthodb.org/?query=5798at72274	Glutamine--fructose-6-phosphate aminotransferase 
5969at72274	Complete	1:2161940-2163739	2163739	2161940	-	1013.6	520	https://v10-1.orthodb.org/?query=5969at72274	Elongation factor 4
6086at72274	Complete	1:4735264-4736988	4735264	4736988	+	1021.1	520	https://v10-1.orthodb.org/?query=6086at72274	Acetolactate synthase
6134at72274	Complete	1:5248671-5250530	5248671	5250530	+	793.3	506	https://v10-1.orthodb.org/?query=6134at72274	Heat shock protein 70 family
6190at72274	Complete	1:1915709-1917424	1915709	1917424	+	890.6	485	https://v10-1.orthodb.org/?query=6190at72274	Proline--tRNA ligase
6205at72274	Complete	1:6196266-6198194	6198194	6196266	-	660.6	511	https://v10-1.orthodb.org/?query=6205at72274	Lytic transglycosylase
6231at72274	Complete	1:6691901-6693496	6693496	6691901	-	662.9	432	https://v10-1.orthodb.org/?query=6231at72274	Isocitrate lyase
6237at72274	Complete	1:4673288-4675216	4673288	4675216	+	1078.3	550	https://v10-1.orthodb.org/?query=6237at72274	Peptidase M41
6309at72274	Complete	1:1908893-1910668	1910668	1908893	-	1035.7	539	https://v10-1.orthodb.org/?query=6309at72274	Aminoacyl-tRNA synthetase, class II
6339at72274	Complete	1:6745463-6747289	6745463	6747289	+	871.4	519	https://v10-1.orthodb.org/?query=6339at72274	excinuclease ABC subunit C
6352at72274	Complete	1:4245493-4247310	4245493	4247310	+	1019.7	535	https://v10-1.orthodb.org/?query=6352at72274	GTP-binding protein
6377at72274	Complete	1:5499322-5500950	5499322	5500950	+	881.9	468	https://v10-1.orthodb.org/?query=6377at72274	CTP synthase
6380at72274	Complete	1:4695660-4697324	4697324	4695660	-	696.2	440	https://v10-1.orthodb.org/?query=6380at72274	Glucose-6-phosphate isomerase
6391at72274	Complete	1:6367696-6370197	6370197	6367696	-	864.8	699	https://v10-1.orthodb.org/?query=6391at72274	ABC transporter permease
6397at72274	Complete	1:4889720-4891384	4889720	4891384	+	975.9	508	https://v10-1.orthodb.org/?query=6397at72274	energy-dependent translational throttle protein EttA
6493at72274	Complete	1:5290995-5292572	5290995	5292572	+	884.4	458	https://v10-1.orthodb.org/?query=6493at72274	GMP synthase
6653at72274	Complete	1:5150645-5152228	5152228	5150645	-	931.7	453	https://v10-1.orthodb.org/?query=6653at72274	Peptide chain release factor 3
6860at72274	Complete	1:4318196-4319959	4319959	4318196	-	551.8	445	https://v10-1.orthodb.org/?query=6860at72274	Arginine--tRNA ligase
7044at72274	Complete	1:3040591-3042444	3040591	3042444	+	907.0	497	https://v10-1.orthodb.org/?query=7044at72274	RNA polymerase sigma-70
7477at72274	Complete	1:6062198-6063682	6062198	6063682	+	809.1	431	https://v10-1.orthodb.org/?query=7477at72274	Glutamate--tRNA ligase
7583at72274	Complete	1:5345750-5347465	5345750	5347465	+	769.0	493	https://v10-1.orthodb.org/?query=7583at72274	Single-stranded-DNA-specific exonuclease RecJ
7615at72274	Complete	1:4994183-4996066	4996066	4994183	-	915.7	519	https://v10-1.orthodb.org/?query=7615at72274	1-deoxy-D-xylulose-5-phosphate synthase
7643at72274	Complete	1:3728877-3730421	3728877	3730421	+	889.8	420	https://v10-1.orthodb.org/?query=7643at72274	ATP synthase subunit alpha
8141at72274	Complete	1:6038734-6040413	6038734	6040413	+	888.2	486	https://v10-1.orthodb.org/?query=8141at72274	S1 domain
8335at72274	Complete	1:4561805-4563412	4563412	4561805	-	892.1	466	https://v10-1.orthodb.org/?query=8335at72274	Methylglyoxal synthase-like domain
8410at72274	Duplicated	1:5556609-5558126	5558126	5556609	-	763.5	448	https://v10-1.orthodb.org/?query=8410at72274	Glycerol kinase
8410at72274	Duplicated	1:5559804-5561288	5559804	5561288	+	694.3	448	https://v10-1.orthodb.org/?query=8410at72274	Glycerol kinase
8435at72274	Complete	1:5690735-5692699	5692699	5690735	-	534.9	438	https://v10-1.orthodb.org/?query=8435at72274	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
8457at72274	Complete	1:5057596-5059131	5059131	5057596	-	571.0	412	https://v10-1.orthodb.org/?query=8457at72274	Apolipoprotein N-acyltransferase
8956at72274	Complete	1:6676553-6678400	6678400	6676553	-	806.6	496	https://v10-1.orthodb.org/?query=8956at72274	NADH-plastoquinone oxidoreductase, chain 5
8990at72274	Complete	1:1170876-1172312	1172312	1170876	-	742.5	422	https://v10-1.orthodb.org/?query=8990at72274	Dihydrolipoyl dehydrogenase
9094at72274	Complete	1:4242076-4243485	4243485	4242076	-	785.6	406	https://v10-1.orthodb.org/?query=9094at72274	Glutamine synthetase
9146at72274	Complete	1:5375827-5377332	5375827	5377332	+	817.6	419	https://v10-1.orthodb.org/?query=9146at72274	Lysine--tRNA ligase
9189at72274	Complete	1:6397820-6399031	6399031	6397820	-	629.0	358	https://v10-1.orthodb.org/?query=9189at72274	Pyridoxal phosphate-dependent transferase
9255at72274	Complete	1:6265701-6267356	6267356	6265701	-	886.6	470	https://v10-1.orthodb.org/?query=9255at72274	Electron transfer flavoprotein-ubiquinone oxidoreductase
9260at72274	Complete	1:2579887-2581344	2581344	2579887	-	714.5	420	https://v10-1.orthodb.org/?query=9260at72274	RNA-binding domain, S1
9341at72274	Complete	1:6198420-6200342	6198420	6200342	+	804.8	501	https://v10-1.orthodb.org/?query=9341at72274	ABC transporter-like
9430at72274	Complete	1:2523832-2525571	2525571	2523832	-	611.5	445	https://v10-1.orthodb.org/?query=9430at72274	Penicillin-binding protein, dimerisation domain
9496at72274	Complete	1:2486708-2488351	2488351	2486708	-	883.1	471	https://v10-1.orthodb.org/?query=9496at72274	GroEL-like apical domain superfamily
9575at72274	Complete	1:2432877-2434400	2432877	2434400	+	908.0	457	https://v10-1.orthodb.org/?query=9575at72274	Fe-S hydro-lyase, tartrate dehydratase beta-type, catalytic domain
9588at72274	Complete	1:2493635-2495419	2493635	2495419	+	575.7	415	https://v10-1.orthodb.org/?query=9588at72274	Major facilitator superfamily
9608at72274	Complete	1:6712026-6714440	6712026	6714440	+	991.7	582	https://v10-1.orthodb.org/?query=9608at72274	Winged helix-like DNA-binding domain superfamily
9781at72274	Complete	1:4122859-4124643	4124643	4122859	-	752.8	441	https://v10-1.orthodb.org/?query=9781at72274	General secretory system II, protein E, N-terminal
9852at72274	Complete	1:5259069-5260550	5259069	5260550	+	716.1	416	https://v10-1.orthodb.org/?query=9852at72274	GTPase Der
9938at72274	Complete	1:6683664-6685010	6685010	6683664	-	697.9	371	https://v10-1.orthodb.org/?query=9938at72274	NADH-ubiquinone oxidoreductase 51kDa subunit, FMN-binding domain
9960at72274	Complete	1:5297034-5298506	5298506	5297034	-	323.6	238	https://v10-1.orthodb.org/?query=9960at72274	Membrane-bound lytic murein transglycosylase F
10023at72274	Complete	1:6674996-6676525	6676525	6674996	-	741.4	434	https://v10-1.orthodb.org/?query=10023at72274	NADH
10050at72274	Complete	1:4131757-4133340	4133340	4131757	-	599.8	414	https://v10-1.orthodb.org/?query=10050at72274	Glutamate--cysteine ligase
10071at72274	Complete	1:3195288-3196697	3195288	3196697	+	765.2	389	https://v10-1.orthodb.org/?query=10071at72274	Adenosylhomocysteinase
10120at72274	Complete	1:4394403-4396214	4394403	4396214	+	809.8	506	https://v10-1.orthodb.org/?query=10120at72274	ABC transporter type 1, transmembrane domain
10280at72274	Complete	1:3448156-3449592	3449592	3448156	-	573.1	362	https://v10-1.orthodb.org/?query=10280at72274	NAD(P) transhydrogenase subunit beta
10446at72274	Complete	1:6173847-6175178	6175178	6173847	-	585.1	371	https://v10-1.orthodb.org/?query=10446at72274	Deoxyguanosinetriphosphate triphosphohydrolase
10449at72274	Complete	1:2025080-2026474	2025080	2026474	+	650.2	380	https://v10-1.orthodb.org/?query=10449at72274	Fumarate hydratase class II
10543at72274	Complete	1:5022770-5024125	5022770	5024125	+	642.1	374	https://v10-1.orthodb.org/?query=10543at72274	UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase
10595at72274	Complete	1:4659393-4661069	4661069	4659393	-	628.0	463	https://v10-1.orthodb.org/?query=10595at72274	DNA repair protein RecN
10681at72274	Complete	1:4869645-4871006	4869645	4871006	+	735.5	393	https://v10-1.orthodb.org/?query=10681at72274	Ribosomal protein S5 domain 2-type fold
10683at72274	Complete	1:6229913-6231307	6229913	6231307	+	882.4	447	https://v10-1.orthodb.org/?query=10683at72274	FAD/NAD(P)-binding domain
10690at72274	Complete	1:5227815-5229302	5229302	5227815	-	605.0	359	https://v10-1.orthodb.org/?query=10690at72274	leucyl aminopeptidase
10772at72274	Complete	1:2522369-2523832	2523832	2522369	-	474.3	343	https://v10-1.orthodb.org/?query=10772at72274	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
10968at72274	Complete	1:6919181-6920920	6919181	6920920	+	625.1	480	https://v10-1.orthodb.org/?query=10968at72274	POTRA domain, BamA/TamA-like
10984at72274	Complete	1:3731363-3732739	3731363	3732739	+	829.5	407	https://v10-1.orthodb.org/?query=10984at72274	ATPase, F1/V1/A1 complex, alpha/beta subunit, N-terminal domain
11020at72274	Complete	1:3714586-3716130	3716130	3714586	-	559.8	355	https://v10-1.orthodb.org/?query=11020at72274	Chromosomal replication initiator protein DnaA
11088at72274	Complete	1:6697183-6698553	6698553	6697183	-	770.1	407	https://v10-1.orthodb.org/?query=11088at72274	Adenylosuccinate lyase
11099at72274	Complete	1:6074382-6075806	6074382	6075806	+	822.6	419	https://v10-1.orthodb.org/?query=11099at72274	3-isopropylmalate dehydratase large subunit
11118at72274	Complete	1:3717453-3719189	3717453	3719189	+	800.2	480	https://v10-1.orthodb.org/?query=11118at72274	Membrane protein insertase YidC
11213at72274	Complete	1:6219410-6220876	6219410	6220876	+	720.1	393	https://v10-1.orthodb.org/?query=11213at72274	Glyceraldehyde-3-phosphate dehydrogenase
11342at72274	Complete	1:6237081-6239306	6237081	6239306	+	486.0	546	https://v10-1.orthodb.org/?query=11342at72274	Competence protein ComEC
11418at72274	Complete	1:4474401-4475795	4474401	4475795	+	642.2	381	https://v10-1.orthodb.org/?query=11418at72274	DNA helicase, DnaB-like, N-terminal
11441at72274	Complete	1:1180333-1181619	1180333	1181619	+	739.4	362	https://v10-1.orthodb.org/?query=11441at72274	Citrate synthase
11534at72274	Complete	1:1624129-1625745	1625745	1624129	-	519.6	420	https://v10-1.orthodb.org/?query=11534at72274	Signal transduction histidine kinase, dimerisation/phosphoacceptor domain
11573at72274	Complete	1:2168370-2169986	2168370	2169986	+	800.9	464	https://v10-1.orthodb.org/?query=11573at72274	L-aspartate oxidase
11597at72274	Complete	1:3322702-3324096	3324096	3322702	-	825.2	418	https://v10-1.orthodb.org/?query=11597at72274	FAD-linked oxidase
11748at72274	Complete	1:5064390-5065673	5065673	5064390	-	653.7	369	https://v10-1.orthodb.org/?query=11748at72274	Glutamate-1-semialdehyde 2,1-aminomutase
11795at72274	Complete	1:1959377-1960699	1959377	1960699	+	760.6	394	https://v10-1.orthodb.org/?query=11795at72274	Methylthiotransferase
11809at72274	Complete	1:4679540-4681021	4679540	4681021	+	748.4	440	https://v10-1.orthodb.org/?query=11809at72274	Transcription termination/antitermination protein NusA
11817at72274	Complete	1:4304272-4305873	4305873	4304272	-	674.9	415	https://v10-1.orthodb.org/?query=11817at72274	UbiB domain
12019at72274	Complete	1:6089188-6090693	6089188	6090693	+	896.1	449	https://v10-1.orthodb.org/?query=12019at72274	Amidophosphoribosyltransferase
12118at72274	Complete	1:4342262-4343695	4342262	4343695	+	775.0	416	https://v10-1.orthodb.org/?query=12118at72274	FAD/NAD(P)-binding domain
12305at72274	Complete	1:5289446-5290915	5289446	5290915	+	777.3	432	https://v10-1.orthodb.org/?query=12305at72274	IMP dehydrogenase
12335at72274	Complete	1:2932092-2933420	2933420	2932092	-	725.8	378	https://v10-1.orthodb.org/?query=12335at72274	Protein translocase subunit SecY
12585at72274	Complete	1:4016378-4017676	4016378	4017676	+	649.6	380	https://v10-1.orthodb.org/?query=12585at72274	D-amino acid dehydrogenase
12775at72274	Complete	1:867190-869055	869055	867190	-	605.1	528	https://v10-1.orthodb.org/?query=12775at72274	Peptidyl-prolyl cis-trans isomerase, PpiC-type
13129at72274	Complete	1:6716549-6717829	6716549	6717829	+	668.2	371	https://v10-1.orthodb.org/?query=13129at72274	Serine--tRNA ligase
13261at72274	Complete	1:2586780-2588225	2586780	2588225	+	803.7	432	https://v10-1.orthodb.org/?query=13261at72274	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
13283at72274	Complete	1:872223-873503	873503	872223	-	684.2	352	https://v10-1.orthodb.org/?query=13283at72274	Zinc finger, ClpX C4-type
13427at72274	Complete	1:6717831-6719228	6717831	6719228	+	605.8	372	https://v10-1.orthodb.org/?query=13427at72274	Sirohaem synthase, dimerisation domain
13443at72274	Complete	1:4230144-4231691	4231691	4230144	-	744.1	428	https://v10-1.orthodb.org/?query=13443at72274	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
13568at72274	Complete	1:5482932-5484284	5482932	5484284	+	517.3	356	https://v10-1.orthodb.org/?query=13568at72274	Zinc metalloprotease
13645at72274	Complete	1:3719260-3720627	3719260	3720627	+	604.4	379	https://v10-1.orthodb.org/?query=13645at72274	tRNA modification GTPase MnmE
13747at72274	Complete	1:4676094-4677431	4676094	4677431	+	574.8	354	https://v10-1.orthodb.org/?query=13747at72274	Alpha-D-phosphohexomutase, alpha/beta/alpha domain I
13880at72274	Complete	1:5626299-5627516	5626299	5627516	+	580.9	357	https://v10-1.orthodb.org/?query=13880at72274	Argininosuccinate synthase
13951at72274	Complete	1:4063894-4065288	4065288	4063894	-	814.1	409	https://v10-1.orthodb.org/?query=13951at72274	Argininosuccinate lyase
14061at72274	Complete	1:3641170-3642378	3641170	3642378	+	704.8	357	https://v10-1.orthodb.org/?query=14061at72274	Tryptophan synthase beta chain
14115at72274	Complete	1:4075351-4077267	4075351	4077267	+	903.8	541	https://v10-1.orthodb.org/?query=14115at72274	ABC transporter ATP-binding protein
14127at72274	Complete	1:4089748-4091007	4089748	4091007	+	777.3	383	https://v10-1.orthodb.org/?query=14127at72274	Transcription termination factor Rho
14130at72274	Complete	1:2553329-2554651	2554651	2553329	-	594.2	347	https://v10-1.orthodb.org/?query=14130at72274	Histidinol dehydrogenase
14278at72274	Complete	1:3660197-3661501	3660197	3661501	+	414.3	319	https://v10-1.orthodb.org/?query=14278at72274	16S rRNA (cytosine(967)-C(5))-methyltransferase
14362at72274	Complete	1:1901780-1903078	1903078	1901780	-	402.8	329	https://v10-1.orthodb.org/?query=14362at72274	TolB, N-terminal
14446at72274	Complete	1:5237729-5238856	5237729	5238856	+	673.8	335	https://v10-1.orthodb.org/?query=14446at72274	Queuine tRNA-ribosyltransferase
14523at72274	Complete	1:3324300-3325529	3324300	3325529	+	690.3	361	https://v10-1.orthodb.org/?query=14523at72274	D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain
14524at72274	Complete	1:4047169-4048416	4048416	4047169	-	614.3	347	https://v10-1.orthodb.org/?query=14524at72274	Diaminopimelate decarboxylase
14546at72274	Complete	1:2770779-2772275	2772275	2770779	-	640.9	427	https://v10-1.orthodb.org/?query=14546at72274	Probable lipid II flippase MurJ
14552at72274	Complete	1:5471758-5472966	5472966	5471758	-	493.0	322	https://v10-1.orthodb.org/?query=14552at72274	Pyridoxal phosphate-dependent transferase
14567at72274	Complete	1:1968349-1969587	1969587	1968349	-	679.1	363	https://v10-1.orthodb.org/?query=14567at72274	aspartate kinase
14812at72274	Complete	1:4441086-4442300	4441086	4442300	+	506.3	330	https://v10-1.orthodb.org/?query=14812at72274	Phosphoserine phosphatase
14816at72274	Complete	1:2503730-2504947	2504947	2503730	-	561.4	337	https://v10-1.orthodb.org/?query=14816at72274	Arginine biosynthesis bifunctional protein ArgJ
